Exp,Acc length [s],ro0Per [s],ro1Per [s],phases0 (norm) [-],phases1 (norm) [-],oldPhases0 (norm) [-],oldPhases1 (norm) [-]
0,3.0000000000000004e-08,1.7976895690975494e-09,3.678589455761813e-09,31.171286728322094 31.143083755502545 31.125241058412627 31.143083755502545 31.171286728322094 31.125241058412627 31.171286728322094 31.143083755502545 31.125241058412627 31.143083755502545 31.171286728322094 31.18037916625865 31.229419386582798 31.171286728322094 31.143083755502545 31.168408873952753 31.143083755502545 31.143083755502545 31.229419386582798 31.125241058412627 31.143083755502545 31.171286728322094 31.171286728322094 31.229419386582798 31.221936965222508 31.171286728322094 31.24265751668177 31.143083755502545 31.125241058412627 31.143083755502545 31.221936965222508 31.171286728322094 31.171286728322094 31.198221863348568 31.18037916625865 31.143083755502545 31.171286728322094 31.125241058412627 31.143083755502545 31.229419386582798 31.143083755502545 31.143083755502545 31.228727119663592 31.168408873952753 31.125241058412627 31.171286728322094 31.168408873952753 31.143083755502545 31.198221863348568 31.125241058412627 31.171286728322094 31.221936965222508 31.125241058412627 31.171286728322094 31.171286728322094 31.143083755502545 31.125241058412627 31.143083755502545 31.143083755502545 31.198221863348568 31.222683625487974 31.222683625487974 31.171286728322094 31.229419386582798 31.171286728322094 31.171286728322094 31.143083755502545 31.168408873952753 31.171286728322094 31.222683625487974 31.222683625487974 31.143083755502545 31.143083755502545 31.171286728322094 31.125241058412627 31.143083755502545 31.143083755502545 31.171286728322094 31.143083755502545 31.171286728322094 31.143083755502545 31.222683625487974 31.218942414807827 31.222683625487974 31.229419386582798 31.171286728322094 31.143083755502545 31.222683625487974 31.24265751668177 31.171286728322094 31.125241058412627 31.171286728322094 31.222683625487974 31.143083755502545 31.18037916625865 31.143083755502545 31.143083755502545 31.171286728322094 31.221936965222508 31.221936965222508,15.836359413782489 15.858469188622683 15.836359413782489 15.849828586961 15.863297760139508 15.858469188622683 15.863297760139508 15.858469188622683 15.849828586961 15.858469188622683 15.849828586961 15.836359413782489 15.849828586961 15.863297760139508 15.849828586961 15.849828586961 15.836359413782489 15.836359413782489 15.825431594033889 15.836359413782489 15.849828586961 15.863297760139508 15.858469188622683 15.836359413782489 15.849828586961 15.836359413782489 15.863297760139508 15.849828586961 15.836359413782489 15.849828586961 15.858469188622683 15.836359413782489 15.836359413782489 15.836359413782489 15.825431594033889 15.836359413782489 15.849828586961 15.849828586961 15.836359413782489 15.849828586961 15.836359413782489 15.858469188622683 15.836359413782489 15.863297760139508 15.849828586961 15.849828586961 15.836359413782489 15.836359413782489 15.836359413782489 15.836359413782489 15.849828586961 15.836359413782489 15.836359413782489 15.849828586961 15.836359413782489 15.858469188622683 15.836359413782489 15.849828586961 15.836359413782489 15.836359413782489 15.849828586961 15.849828586961 15.863297760139508 15.836359413782489 15.836359413782489 15.858469188622683 15.849828586961 15.849828586961 15.858469188622683 15.836359413782489 15.849828586961 15.836359413782489 15.836359413782489 15.849828586961 15.849828586961 15.849828586961 15.849828586961 15.863297760139508 15.836359413782489 15.836359413782489 15.863297760139508 15.836359413782489 15.849828586961 15.836359413782489 15.849828586961 15.863297760139508 15.849828586961 15.836359413782489 15.849828586961 15.849828586961 15.836359413782489 15.849828586961 15.849828586961 15.849828586961 15.849828586961 15.836359413782489 15.836359413782489 15.836359413782489 15.849828586961 15.825431594033889,31.171286728322094 30.143083755502545 31.125241058412627 32.143083755502545 30.171286728322094 31.125241058412627 30.171286728322094 31.143083755502545 32.12524105841263 31.143083755502545 31.171286728322094 31.18037916625865 30.229419386582798 31.171286728322094 30.143083755502545 31.168408873952753 31.143083755502545 31.143083755502545 31.229419386582798 31.125241058412627 31.143083755502545 30.171286728322094 31.171286728322094 31.229419386582798 31.221936965222508 30.171286728322094 31.24265751668177 31.143083755502545 31.125241058412627 30.143083755502545 31.221936965222508 30.171286728322094 31.171286728322094 30.198221863348568 31.18037916625865 31.143083755502545 31.171286728322094 30.125241058412627 31.143083755502545 31.229419386582798 31.143083755502545 30.143083755502545 31.228727119663592 30.168408873952753 31.125241058412627 31.171286728322094 31.168408873952753 32.143083755502545 31.198221863348568 30.125241058412627 30.171286728322094 31.221936965222508 31.125241058412627 30.171286728322094 31.171286728322094 31.143083755502545 31.125241058412627 31.143083755502545 31.143083755502545 30.198221863348568 31.222683625487974 30.222683625487974 30.171286728322094 31.229419386582798 31.171286728322094 31.171286728322094 31.143083755502545 31.168408873952753 30.171286728322094 31.222683625487974 30.222683625487974 30.143083755502545 31.143083755502545 31.171286728322094 31.125241058412627 31.143083755502545 31.143083755502545 30.171286728322094 31.143083755502545 30.171286728322094 31.143083755502545 31.222683625487974 30.218942414807827 30.222683625487974 31.229419386582798 31.171286728322094 31.143083755502545 31.222683625487974 31.24265751668177 31.171286728322094 31.125241058412627 30.171286728322094 31.222683625487974 30.143083755502545 31.18037916625865 31.143083755502545 31.143083755502545 31.171286728322094 31.221936965222508 31.221936965222508,14.836359413782489 14.858469188622683 15.836359413782489 14.849828586961 15.863297760139508 15.858469188622683 15.863297760139508 15.858469188622683 14.849828586961 15.858469188622683 15.849828586961 15.836359413782489 15.849828586961 15.863297760139508 15.849828586961 15.849828586961 14.836359413782489 14.836359413782489 14.825431594033889 14.836359413782489 15.849828586961 15.863297760139508 15.858469188622683 15.836359413782489 15.849828586961 15.836359413782489 15.863297760139508 15.849828586961 15.836359413782489 15.849828586961 15.858469188622683 15.836359413782489 15.836359413782489 15.836359413782489 15.825431594033889 15.836359413782489 14.849828586961 15.849828586961 14.836359413782489 15.849828586961 14.836359413782489 15.858469188622683 15.836359413782489 15.863297760139508 15.849828586961 15.849828586961 15.836359413782489 15.836359413782489 14.836359413782489 15.836359413782489 15.849828586961 15.836359413782489 15.836359413782489 15.849828586961 14.836359413782489 15.858469188622683 14.836359413782489 15.849828586961 14.836359413782489 15.836359413782489 15.849828586961 15.849828586961 15.863297760139508 14.836359413782489 14.836359413782489 15.858469188622683 15.849828586961 15.849828586961 14.858469188622683 14.836359413782489 15.849828586961 15.836359413782489 14.836359413782489 15.849828586961 15.849828586961 15.849828586961 14.849828586961 15.863297760139508 14.836359413782489 14.836359413782489 15.863297760139508 15.836359413782489 14.849828586961 15.836359413782489 15.849828586961 14.863297760139508 15.849828586961 14.836359413782489 15.849828586961 14.849828586961 15.836359413782489 15.849828586961 15.849828586961 15.849828586961 15.849828586961 15.836359413782489 15.836359413782489 15.836359413782489 14.849828586961 15.825431594033889
1,4e-08,1.7985371360796794e-09,3.678589455761813e-09,34.69345909085693 34.74408545865419 34.72567587036428 34.713594578049026 34.72567587036428 34.69345909085693 34.674761852749995 34.71388222786605 34.78320583377025 34.76508389529737 34.72567587036428 34.81340906455839 34.72567587036428 34.713594578049026 34.76508389529737 34.71388222786605 34.645421571412946 34.78320583377025 34.757605000054596 34.79068472901303 34.71388222786605 34.81340906455839 34.78320583377025 34.674761852749995 34.81340906455839 34.69345909085693 34.757605000054596 34.74408545865419 34.74408545865419 34.71388222786605 34.674761852749995 34.72567587036428 34.674761852749995 34.674761852749995 34.71388222786605 34.674761852749995 34.78320583377025 34.757605000054596 34.84591349388277 34.83670869973781 34.674761852749995 34.757605000054596 34.78320583377025 34.674761852749995 34.674761852749995 34.674761852749995 34.674761852749995 34.674761852749995 34.674761852749995 34.674761852749995 34.79068472901303 34.78320583377025 34.69345909085693 34.674761852749995 34.72567587036428 34.76508389529737 34.71388222786605 34.757605000054596 34.83670869973781 34.72567587036428 34.674761852749995 34.72567587036428 34.674761852749995 34.713594578049026 34.81340906455839 34.674761852749995 34.72567587036428 34.71388222786605 34.674761852749995 34.674761852749995 34.674761852749995 34.674761852749995 34.72567587036428 34.71388222786605 34.76508389529737 34.81340906455839 34.74408545865419 34.81340906455839 34.81340906455839 34.78320583377025 34.71388222786605 34.72567587036428 34.674761852749995 34.69345909085693 34.76508389529737 34.674761852749995 34.72567587036428 34.674761852749995 34.72567587036428 34.713594578049026 34.65290046665572 34.71388222786605 34.79068472901303 34.674761852749995 34.72567587036428 34.71388222786605 34.76508389529737 34.757605000054596 34.674761852749995 34.83670869973781,17.544612040029133 17.56799249158428 17.552998506347826 17.544612040029133 17.56799249158428 17.552998506347826 17.566467679526337 17.552998506347826 17.552998506347826 17.56799249158428 17.56799249158428 17.56799249158428 17.56799249158428 17.544612040029133 17.552998506347826 17.56799249158428 17.552998506347826 17.552998506347826 17.56799249158428 17.56799249158428 17.56799249158428 17.583494747506712 17.552998506347826 17.53698797973941 17.552998506347826 17.56799249158428 17.552998506347826 17.544612040029133 17.552998506347826 17.544612040029133 17.552998506347826 17.583494747506712 17.552998506347826 17.544612040029133 17.552998506347826 17.552998506347826 17.56799249158428 17.520469182445012 17.552998506347826 17.53698797973941 17.552998506347826 17.56799249158428 17.583494747506712 17.552998506347826 17.544612040029133 17.552998506347826 17.56799249158428 17.56799249158428 17.544612040029133 17.552998506347826 17.552998506347826 17.56799249158428 17.552998506347826 17.56799249158428 17.552998506347826 17.552998506347826 17.56799249158428 17.552998506347826 17.56799249158428 17.593406025883354 17.552998506347826 17.552998506347826 17.520469182445012 17.520469182445012 17.520469182445012 17.544612040029133 17.544612040029133 17.544612040029133 17.552998506347826 17.544612040029133 17.552998506347826 17.552998506347826 17.56799249158428 17.56799249158428 17.544612040029133 17.56799249158428 17.56799249158428 17.56799249158428 17.56799249158428 17.544612040029133 17.56799249158428 17.56799249158428 17.552998506347826 17.552998506347826 17.552998506347826 17.53698797973941 17.583494747506712 17.53698797973941 17.552998506347826 17.552998506347826 17.552998506347826 17.56799249158428 17.552998506347826 17.544612040029133 17.56799249158428 17.566467679526337 17.552998506347826 17.53698797973941 17.544612040029133 17.552998506347826,34.69345909085693 35.74408545865419 34.72567587036428 34.713594578049026 35.72567587036428 35.69345909085693 34.674761852749995 34.71388222786605 34.78320583377025 34.76508389529737 35.72567587036428 34.81340906455839 34.72567587036428 34.713594578049026 35.76508389529737 34.71388222786605 34.645421571412946 34.78320583377025 35.757605000054596 35.79068472901303 34.71388222786605 34.81340906455839 34.78320583377025 35.674761852749995 35.81340906455839 34.69345909085693 35.757605000054596 34.74408545865419 34.74408545865419 35.71388222786605 34.674761852749995 34.72567587036428 34.674761852749995 35.674761852749995 34.71388222786605 34.674761852749995 35.78320583377025 35.757605000054596 35.84591349388277 34.83670869973781 34.674761852749995 34.757605000054596 34.78320583377025 35.674761852749995 34.674761852749995 34.674761852749995 34.674761852749995 35.674761852749995 35.674761852749995 35.674761852749995 34.79068472901303 35.78320583377025 34.69345909085693 35.674761852749995 34.72567587036428 34.76508389529737 34.71388222786605 34.757605000054596 35.83670869973781 34.72567587036428 35.674761852749995 34.72567587036428 34.674761852749995 35.713594578049026 34.81340906455839 34.674761852749995 34.72567587036428 35.71388222786605 35.674761852749995 34.674761852749995 34.674761852749995 35.674761852749995 34.72567587036428 34.71388222786605 34.76508389529737 35.81340906455839 34.74408545865419 34.81340906455839 34.81340906455839 35.78320583377025 34.71388222786605 34.72567587036428 34.674761852749995 34.69345909085693 34.76508389529737 35.674761852749995 35.72567587036428 34.674761852749995 35.72567587036428 34.713594578049026 34.65290046665572 34.71388222786605 35.79068472901303 35.674761852749995 34.72567587036428 34.71388222786605 34.76508389529737 34.757605000054596 35.674761852749995 35.83670869973781,17.544612040029133 17.56799249158428 17.552998506347826 17.544612040029133 17.56799249158428 17.552998506347826 17.566467679526337 17.552998506347826 17.552998506347826 18.56799249158428 17.56799249158428 17.56799249158428 17.56799249158428 17.544612040029133 17.552998506347826 17.56799249158428 17.552998506347826 17.552998506347826 17.56799249158428 17.56799249158428 17.56799249158428 17.583494747506712 17.552998506347826 17.53698797973941 17.552998506347826 17.56799249158428 18.552998506347826 17.544612040029133 17.552998506347826 18.544612040029133 17.552998506347826 17.583494747506712 17.552998506347826 17.544612040029133 17.552998506347826 17.552998506347826 17.56799249158428 17.520469182445012 18.552998506347826 18.53698797973941 17.552998506347826 17.56799249158428 17.583494747506712 17.552998506347826 17.544612040029133 17.552998506347826 18.56799249158428 18.56799249158428 17.544612040029133 18.552998506347826 18.552998506347826 18.56799249158428 17.552998506347826 17.56799249158428 17.552998506347826 17.552998506347826 17.56799249158428 17.552998506347826 17.56799249158428 18.593406025883354 17.552998506347826 17.552998506347826 18.520469182445012 18.520469182445012 17.520469182445012 17.544612040029133 17.544612040029133 18.544612040029133 18.552998506347826 17.544612040029133 17.552998506347826 17.552998506347826 17.56799249158428 17.56799249158428 17.544612040029133 17.56799249158428 18.56799249158428 18.56799249158428 18.56799249158428 17.544612040029133 17.56799249158428 17.56799249158428 17.552998506347826 17.552998506347826 17.552998506347826 17.53698797973941 17.583494747506712 17.53698797973941 17.552998506347826 17.552998506347826 17.552998506347826 17.56799249158428 17.552998506347826 17.544612040029133 17.56799249158428 18.566467679526337 17.552998506347826 17.53698797973941 17.544612040029133 17.552998506347826
2,5e-08,1.7985371360796794e-09,3.678589455761813e-09,42.464712868316106 42.35310473930851 42.389348616254274 42.320312660167104 42.320312660167104 42.389348616254274 42.307656068217796 42.43307138844282 42.320312660167104 42.320312660167104 42.36633663089189 42.44860447856243 42.320312660167104 42.26968629236985 42.36633663089189 42.36633663089189 42.307656068217796 42.36633663089189 42.320312660167104 42.389348616254274 42.320312660167104 42.36633663089189 42.307656068217796 42.320312660167104 42.320312660167104 42.320312660167104 42.320312660167104 42.320312660167104 42.26968629236985 42.389348616254274 42.389348616254274 42.320312660167104 42.320312660167104 42.320312660167104 42.307656068217796 42.307656068217796 42.43307138844282 42.43307138844282 42.307656068217796 42.320312660167104 42.242071909934985 42.389348616254274 42.35310473930851 42.307656068217796 42.307656068217796 42.487149554044436 42.43307138844282 42.44860447856243 42.26968629236985 42.389348616254274 42.26968629236985 42.36633663089189 42.320312660167104 42.53777592184169 42.464712868316106 42.389348616254274 42.320312660167104 42.44860447856243 42.487149554044436 42.464712868316106 42.36633663089189 42.44860447856243 42.26968629236985 42.320312660167104 42.389348616254274 42.464712868316106 42.320312660167104 42.464712868316106 42.307656068217796 42.320312660167104 42.320312660167104 42.35310473930851 42.307656068217796 42.389348616254274 42.35310473930851 42.389348616254274 42.320312660167104 42.26968629236985 42.464712868316106 42.487149554044436 42.26968629236985 42.26968629236985 42.44860447856243 42.26968629236985 42.389348616254274 42.320312660167104 42.389348616254274 42.42674309246816 42.307656068217796 42.320312660167104 42.35310473930851 42.320312660167104 42.320312660167104 42.320312660167104 42.320312660167104 42.320312660167104 42.26968629236985 42.35310473930851 42.26968629236985 42.44860447856243,21.259472185193534 21.259472185193534 21.293018050468312 21.28310677209167 21.293018050468312 21.30724962967579 21.293018050468312 21.293018050468312 21.28310677209167 21.28310677209167 21.30724962967579 21.293018050468312 21.28310677209167 21.28310677209167 21.293018050468312 21.28310677209167 21.30724962967579 21.27446617042999 21.322497750255234 21.27446617042999 21.293018050468312 21.28310677209167 21.28310677209167 21.293018050468312 21.28310677209167 21.293018050468312 21.28310677209167 21.293018050468312 21.28310677209167 21.28310677209167 21.293018050468312 21.293018050468312 21.27446617042999 21.259472185193534 21.27446617042999 21.28310677209167 21.27446617042999 21.30724962967579 21.28310677209167 21.28310677209167 21.27446617042999 21.30724962967579 21.28310677209167 21.293018050468312 21.293018050468312 21.293018050468312 21.28310677209167 21.293018050468312 21.293018050468312 21.28310677209167 21.27446617042999 21.293018050468312 21.27446617042999 21.30724962967579 21.293018050468312 21.30724962967579 21.259472185193534 21.293018050468312 21.28310677209167 21.30724962967579 21.28310677209167 21.28310677209167 21.293018050468312 21.293018050468312 21.30724962967579 21.28310677209167 21.28310677209167 21.322497750255234 21.293018050468312 21.293018050468312 21.30724962967579 21.28310677209167 21.27446617042999 21.30724962967579 21.293018050468312 21.30724962967579 21.30724962967579 21.28310677209167 21.293018050468312 21.30724962967579 21.293018050468312 21.28310677209167 21.30724962967579 21.293018050468312 21.27446617042999 21.293018050468312 21.293018050468312 21.240666169812222 21.26811278685522 21.28310677209167 21.30724962967579 21.293018050468312 21.28310677209167 21.27446617042999 21.28310677209167 21.28310677209167 21.27446617042999 21.28310677209167 21.28310677209167 21.293018050468312,42.464712868316106 42.35310473930851 42.389348616254274 42.320312660167104 42.320312660167104 41.389348616254274 41.307656068217796 42.43307138844282 41.320312660167104 42.320312660167104 41.36633663089189 42.44860447856243 42.320312660167104 41.26968629236985 42.36633663089189 42.36633663089189 41.307656068217796 42.36633663089189 42.320312660167104 42.389348616254274 42.320312660167104 42.36633663089189 42.307656068217796 42.320312660167104 42.320312660167104 42.320312660167104 42.320312660167104 41.320312660167104 42.26968629236985 41.389348616254274 41.389348616254274 42.320312660167104 42.320312660167104 42.320312660167104 41.307656068217796 41.307656068217796 42.43307138844282 42.43307138844282 42.307656068217796 42.320312660167104 42.242071909934985 42.389348616254274 42.35310473930851 41.307656068217796 42.307656068217796 42.487149554044436 42.43307138844282 41.44860447856243 42.26968629236985 42.389348616254274 41.26968629236985 42.36633663089189 42.320312660167104 42.53777592184169 42.464712868316106 41.389348616254274 42.320312660167104 42.44860447856243 42.487149554044436 42.464712868316106 42.36633663089189 42.44860447856243 42.26968629236985 41.320312660167104 42.389348616254274 42.464712868316106 41.320312660167104 41.464712868316106 42.307656068217796 42.320312660167104 42.320312660167104 42.35310473930851 42.307656068217796 41.389348616254274 41.35310473930851 41.389348616254274 41.320312660167104 42.26968629236985 42.464712868316106 42.487149554044436 41.26968629236985 42.26968629236985 42.44860447856243 42.26968629236985 42.389348616254274 41.320312660167104 41.389348616254274 41.42674309246816 42.307656068217796 42.320312660167104 42.35310473930851 42.320312660167104 42.320312660167104 41.320312660167104 41.320312660167104 42.320312660167104 42.26968629236985 41.35310473930851 42.26968629236985 42.44860447856243,20.259472185193534 20.259472185193534 21.293018050468312 21.28310677209167 21.293018050468312 21.30724962967579 21.293018050468312 21.293018050468312 20.28310677209167 21.28310677209167 20.30724962967579 21.293018050468312 20.28310677209167 21.28310677209167 21.293018050468312 21.28310677209167 20.30724962967579 21.27446617042999 20.322497750255234 21.27446617042999 21.293018050468312 21.28310677209167 21.28310677209167 20.293018050468312 20.28310677209167 21.293018050468312 21.28310677209167 21.293018050468312 20.28310677209167 21.28310677209167 20.293018050468312 20.293018050468312 21.27446617042999 20.259472185193534 21.27446617042999 21.28310677209167 21.27446617042999 21.30724962967579 21.28310677209167 21.28310677209167 21.27446617042999 21.30724962967579 21.28310677209167 20.293018050468312 20.293018050468312 21.293018050468312 21.28310677209167 21.293018050468312 21.293018050468312 21.28310677209167 21.27446617042999 21.293018050468312 21.27446617042999 20.30724962967579 20.293018050468312 21.30724962967579 21.259472185193534 20.293018050468312 21.28310677209167 20.30724962967579 21.28310677209167 21.28310677209167 20.293018050468312 20.293018050468312 21.30724962967579 21.28310677209167 21.28310677209167 20.322497750255234 21.293018050468312 20.293018050468312 21.30724962967579 21.28310677209167 21.27446617042999 20.30724962967579 21.293018050468312 21.30724962967579 20.30724962967579 20.28310677209167 20.293018050468312 21.30724962967579 21.293018050468312 21.28310677209167 20.30724962967579 20.293018050468312 21.27446617042999 20.293018050468312 21.293018050468312 20.240666169812222 21.26811278685522 21.28310677209167 20.30724962967579 21.293018050468312 21.28310677209167 21.27446617042999 21.28310677209167 21.28310677209167 21.27446617042999 21.28310677209167 20.28310677209167 21.293018050468312
3,6.000000000000001e-08,1.7985371360796794e-09,3.680363980342499e-09,47.92300364484677 47.90258050783765 47.937098485881236 48.08034809476211 47.935947886613114 48.018791033917715 48.018791033917715 48.03489942367139 48.018791033917715 47.92300364484677 47.96931526538858 47.90258050783765 47.937098485881236 47.95176862654976 47.937098485881236 47.91840124777429 47.91840124777429 47.937098485881236 47.90258050783765 47.89941635985032 47.91840124777429 47.937098485881236 47.91840124777429 47.91121000234855 47.96931526538858 47.91840124777429 47.92300364484677 47.96931526538858 47.91121000234855 48.018791033917715 47.96931526538858 47.96931526538858 47.91840124777429 47.92300364484677 48.15657529627502 47.91121000234855 47.935947886613114 47.90258050783765 47.935947886613114 47.935947886613114 47.96931526538858 47.803341320962346 47.91840124777429 47.89941635985032 48.018791033917715 47.937098485881236 47.96931526538858 47.91840124777429 48.018791033917715 47.935947886613114 47.937098485881236 47.96931526538858 47.90258050783765 47.91840124777429 47.91840124777429 47.92300364484677 47.91840124777429 47.96931526538858 47.865186031623765 48.03489942367139 48.12608441566986 48.018791033917715 48.018791033917715 47.937098485881236 47.937098485881236 48.018791033917715 48.018791033917715 47.91840124777429 47.90258050783765 47.90258050783765 47.91121000234855 47.92300364484677 47.98801250349552 47.95464512472006 47.96931526538858 47.96931526538858 48.018791033917715 48.09703178414984 48.08034809476211 47.91840124777429 47.96931526538858 48.03489942367139 47.937098485881236 47.91840124777429 47.92300364484677 47.865186031623765 47.96931526538858 47.95176862654976 48.11515372262272 47.91840124777429 48.08034809476211 47.92300364484677 48.09703178414984 47.96931526538858 47.937098485881236 48.03489942367139 47.91121000234855 48.018791033917715 48.03489942367139 47.91840124777429,24.03736409759636 24.05768512232229 24.05768512232229 24.075720031766554 24.0512077956909 24.05768512232229 24.03736409759636 24.021639518096222 24.023139380288207 24.0399042256871 24.03736409759636 24.0512077956909 24.086261563343133 24.086261563343133 24.075720031766554 24.0399042256871 24.05768512232229 24.075720031766554 24.05768512232229 24.046254545913953 24.049302699622842 24.075720031766554 24.0512077956909 24.049302699622842 24.06340041052646 24.049302699622842 24.0512077956909 24.075720031766554 24.06340041052646 24.05768512232229 24.06340041052646 24.075720031766554 24.03736409759636 24.05768512232229 24.05768512232229 24.0512077956909 24.05768512232229 24.0512077956909 24.0512077956909 24.0512077956909 24.080927294352577 24.0399042256871 24.049302699622842 24.05768512232229 24.05768512232229 24.086261563343133 24.086261563343133 24.05768512232229 24.05768512232229 24.05768512232229 24.05768512232229 24.046254545913953 24.025806514783486 24.05768512232229 24.049302699622842 24.0512077956909 24.075720031766554 24.080927294352577 24.046254545913953 24.0399042256871 24.075720031766554 24.075720031766554 24.05768512232229 24.025806514783486 24.05768512232229 24.0512077956909 24.049302699622842 24.03736409759636 24.03736409759636 24.023139380288207 24.05768512232229 24.05768512232229 24.080927294352577 24.075720031766554 24.07508499974387 24.075720031766554 24.05768512232229 24.05768512232229 24.0512077956909 24.049302699622842 24.075720031766554 24.05768512232229 24.0399042256871 24.05768512232229 24.05768512232229 24.03736409759636 24.086261563343133 24.0512077956909 24.049302699622842 24.025806514783486 24.05768512232229 24.075720031766554 24.075720031766554 24.075720031766554 24.0512077956909 24.06340041052646 24.016662053656816 24.023139380288207 24.025806514783486 24.0512077956909,46.92300364484677 47.90258050783765 46.937098485881236 48.08034809476211 46.935947886613114 47.018791033917715 48.018791033917715 48.03489942367139 48.018791033917715 47.92300364484677 47.96931526538858 47.90258050783765 46.937098485881236 47.95176862654976 46.937098485881236 46.91840124777429 47.91840124777429 47.937098485881236 47.90258050783765 46.89941635985032 46.91840124777429 47.937098485881236 46.91840124777429 47.91121000234855 47.96931526538858 47.91840124777429 46.92300364484677 46.96931526538858 47.91121000234855 48.018791033917715 47.96931526538858 47.96931526538858 46.91840124777429 46.92300364484677 48.15657529627502 47.91121000234855 47.935947886613114 46.90258050783765 46.935947886613114 47.935947886613114 47.96931526538858 46.803341320962346 47.91840124777429 47.89941635985032 47.018791033917715 47.937098485881236 47.96931526538858 47.91840124777429 48.018791033917715 46.935947886613114 46.937098485881236 47.96931526538858 47.90258050783765 46.91840124777429 47.91840124777429 47.92300364484677 46.91840124777429 47.96931526538858 47.865186031623765 48.03489942367139 48.12608441566986 48.018791033917715 48.018791033917715 47.937098485881236 47.937098485881236 47.018791033917715 47.018791033917715 46.91840124777429 47.90258050783765 46.90258050783765 47.91121000234855 47.92300364484677 46.98801250349552 47.95464512472006 46.96931526538858 47.96931526538858 48.018791033917715 48.09703178414984 47.08034809476211 47.91840124777429 46.96931526538858 47.03489942367139 47.937098485881236 47.91840124777429 47.92300364484677 46.865186031623765 47.96931526538858 46.95176862654976 48.11515372262272 47.91840124777429 47.08034809476211 47.92300364484677 48.09703178414984 46.96931526538858 47.937098485881236 48.03489942367139 47.91121000234855 48.018791033917715 48.03489942367139 46.91840124777429,24.03736409759636 24.05768512232229 24.05768512232229 24.075720031766554 24.0512077956909 24.05768512232229 23.03736409759636 24.021639518096222 23.023139380288207 23.0399042256871 24.03736409759636 23.0512077956909 23.086261563343133 23.086261563343133 24.075720031766554 24.0399042256871 24.05768512232229 24.075720031766554 23.05768512232229 24.046254545913953 24.049302699622842 24.075720031766554 24.0512077956909 24.049302699622842 24.06340041052646 23.049302699622842 24.0512077956909 24.075720031766554 23.06340041052646 23.05768512232229 24.06340041052646 24.075720031766554 24.03736409759636 23.05768512232229 24.05768512232229 23.0512077956909 23.05768512232229 24.0512077956909 24.0512077956909 24.0512077956909 23.080927294352577 24.0399042256871 23.049302699622842 24.05768512232229 24.05768512232229 23.086261563343133 23.086261563343133 24.05768512232229 24.05768512232229 24.05768512232229 24.05768512232229 24.046254545913953 23.025806514783486 24.05768512232229 24.049302699622842 24.0512077956909 23.075720031766554 24.080927294352577 24.046254545913953 23.0399042256871 24.075720031766554 24.075720031766554 24.05768512232229 23.025806514783486 24.05768512232229 24.0512077956909 24.049302699622842 24.03736409759636 23.03736409759636 23.023139380288207 24.05768512232229 23.05768512232229 23.080927294352577 24.075720031766554 24.07508499974387 24.075720031766554 24.05768512232229 24.05768512232229 23.0512077956909 23.049302699622842 24.075720031766554 24.05768512232229 24.0399042256871 24.05768512232229 24.05768512232229 23.03736409759636 24.086261563343133 24.0512077956909 24.049302699622842 23.025806514783486 24.05768512232229 24.075720031766554 24.075720031766554 24.075720031766554 24.0512077956909 24.06340041052646 23.016662053656816 23.023139380288207 23.025806514783486 24.0512077956909
