Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
25,0.0,2.5206561014211184e-11,2.86478401304486e-11,1.8847263243716184e-11
26,4.9649286846173545e-11,2.215122028521589e-11,2.86478401304486e-11,5.503400867165126e-11
27,0.0,7.40920126781359e-11,2.261671589245942e-11,3.543285489818643e-11
28,2.215122028521589e-11,4.048326465918766e-11,1.2062248475978357e-11,3.543285489818643e-11
29,9.62432329633518e-11,2.0623549920718244e-11,6.935792873687556e-11,2.261671589245942e-11
30,2.367889064971354e-11,1.60405388272253e-11,9.800576886732415e-12,2.86478401304486e-11
31,3.666408874794354e-11,5.652380348641297e-11,6.408069502863502e-11,4.7495103374164786e-11
32,5.652380348641297e-11,4.201093502368531e-11,3.920230754692966e-11,3.694063595768372e-11
33,3.131724247220178e-11,2.4442725831962364e-11,1.8847263243716184e-11,0.0
34,2.4442725831962364e-11,3.9719429476938834e-11,3.1663402249443186e-11,3.467896436843778e-11
35,5.346846275741767e-12,3.20810776544506e-11,2.7140059070951305e-11,7.237349085587015e-11
36,7.485584786038473e-11,2.0623549920718244e-11,6.031124237989179e-12,2.7893949600699955e-11
37,1.6804374009474124e-11,2.5970396196460007e-11,7.689683403436202e-11,1.2062248475978357e-11
38,1.9859714738469417e-11,2.8261901743206484e-11,2.1108934832962127e-11,1.5831701124721593e-11
39,3.2844912836699424e-11,2.0623549920718244e-11,1.6585591654470243e-11,1.5077810594972946e-11
40,2.215122028521589e-11,4.735778129942708e-11,6.031124237989179e-12,6.181902343938909e-11
41,6.41621553089012e-11,6.8745166402394135e-12,4.900288443366208e-11,0.0
42,2.367889064971354e-11,7.485584786038473e-11,7.538905297486473e-11,7.840461509385932e-11
43,5.423229793966649e-11,2.4442725831962364e-11,3.3171183308940486e-11,2.6386168541202658e-11
44,3.819175911244119e-12,5.346846275741767e-12,7.538905297486473e-13,3.694063595768372e-11
45,1.3749033280478827e-11,5.11769572106712e-11,7.16196003261215e-11,1.5831701124721593e-11
46,4.9649286846173545e-11,2.9025736925455307e-11,5.277233708240532e-12,5.051066549315938e-11
47,5.1940792392920015e-11,5.423229793966649e-11,6.558847608813232e-11,2.261671589245942e-11
48,0.0,3.0553407289952954e-11,2.3370606422208068e-11,5.2772337082405317e-11
49,5.11769572106712e-11,1.9859714738469417e-11,4.824899390391343e-11,0.0
50,4.2774770205934134e-11,5.7287638668661785e-11,3.7694526487432366e-12,4.975677496341073e-11
51,3.437258320119708e-11,5.346846275741767e-12,4.1463979136175605e-11,3.467896436843778e-11
52,2.7498066560957654e-11,5.7287638668661785e-11,1.5077810594972946e-11,2.940173066019725e-11
53,6.263448494440355e-11,4.124709984143649e-11,8.368184880209986e-11,3.0155621189945893e-12
54,6.110681457990591e-12,2.5206561014211184e-11,6.031124237989179e-12,5.2018446552656667e-11
55,4.124709984143649e-11,1.833204437397177e-11,1.8093372713967537e-11,7.538905297486473e-13
56,2.0623549920718244e-11,6.263448494440355e-11,4.29717601956729e-11,5.428011814190261e-11
57,4.430244057043178e-11,1.1457527733732357e-11,5.578789920139991e-11,3.467896436843778e-11
58,2.5206561014211184e-11,3.20810776544506e-11,1.8847263243716184e-11,4.7495103374164786e-11
59,3.0553407289952954e-11,6.8745166402394135e-12,3.0155621189945893e-12,4.5987322314667486e-11
60,2.5206561014211184e-11,5.11769572106712e-11,4.900288443366208e-11,0.0
61,2.5206561014211184e-11,2.1387385102967067e-11,3.467896436843778e-11,6.785014767737826e-12
62,3.0553407289952954e-11,6.034297939765708e-11,4.6741212844416136e-11,6.860403820712691e-11
63,5.881530903315943e-11,3.360874801894825e-11,1.5077810594972946e-11,3.015562118994589e-11
64,6.8745166402394135e-12,3.7427923930192364e-11,1.2816139005727004e-11,6.785014767737827e-11
65,4.735778129942708e-11,8.402187004737062e-12,8.368184880209986e-11,2.261671589245942e-11
66,0.0,3.2844912836699424e-11,0.0,3.995619807667831e-11
67,3.7427923930192364e-11,5.11769572106712e-11,1.130835794622971e-11,2.1862825362710774e-11
68,5.423229793966649e-11,1.6804374009474124e-11,1.733948218421889e-11,4.372565072542155e-11
69,5.881530903315943e-11,6.8745166402394135e-12,6.634236661788097e-11,3.1663402249443186e-11
70,7.638351822488239e-13,7.332817749588708e-11,4.071008860642696e-11,4.975677496341073e-11
71,4.048326465918766e-11,3.7427923930192364e-11,3.015562118994589e-11,1.0554467416481064e-11
72,9.166022186985885e-12,5.1940792392920015e-11,4.447954125517019e-11,4.824899390391343e-11
73,5.575996830416414e-11,1.6804374009474124e-11,4.523343178491884e-11,1.8847263243716184e-11
74,4.2774770205934134e-11,2.5970396196460007e-11,1.5077810594972947e-12,9.800576886732415e-12
75,2.2915055467464714e-11,4.583011093492943e-11,3.920230754692966e-11,8.368184880209986e-11
76,4.81216164816759e-11,2.0623549920718244e-11,1.6585591654470243e-11,2.1108934832962127e-11
77,5.652380348641297e-11,5.575996830416414e-11,4.29717601956729e-11,1.5077810594972946e-11
78,0.0,2.4442725831962364e-11,3.3171183308940486e-11,4.523343178491884e-11
79,1.4512868462727654e-11,7.638351822488239e-13,3.090951171969454e-11,2.5632278011454008e-11
80,7.027283676689179e-11,3.9719429476938834e-11,3.1663402249443186e-11,3.3171183308940486e-11
81,8.402187004737062e-12,1.2985198098230004e-11,3.543285489818643e-11,1.0554467416481064e-11
82,4.659394611717825e-11,6.263448494440355e-11,1.5077810594972946e-11,3.920230754692966e-11
83,3.5136418383445894e-11,2.9025736925455307e-11,3.769452648743237e-11,2.7140059070951305e-11
84,6.8745166402394135e-12,3.131724247220178e-11,2.1862825362710774e-11,2.940173066019725e-11
85,4.888545166392473e-11,1.0693692551483534e-11,4.523343178491884e-11,1.5831701124721593e-11
86,5.346846275741767e-12,3.360874801894825e-11,0.0,7.915850562360797e-11
87,8.249419968287298e-11,5.652380348641297e-11,6.860403820712691e-11,2.7140059070951305e-11
88,3.0553407289952954e-11,2.1387385102967067e-11,6.031124237989179e-12,3.467896436843778e-11
89,3.590025356569472e-11,2.2915055467464713e-12,6.634236661788097e-11,3.6186745427935074e-11
90,3.819175911244119e-12,8.173036450062415e-11,0.0,1.3570029535475653e-11
91,4.201093502368531e-11,1.4512868462727654e-11,6.408069502863502e-11,3.694063595768372e-11
92,1.9095879556220594e-11,3.131724247220178e-11,4.071008860642696e-11,6.106513290964044e-11
93,4.124709984143649e-11,2.5206561014211184e-11,2.6386168541202658e-11,0.0
94,1.1457527733732357e-11,3.5136418383445894e-11,4.7495103374164786e-11,4.29717601956729e-11
95,9.013255150536121e-11,6.339832012665238e-11,5.2772337082405317e-11,2.261671589245942e-11
96,2.673423137870883e-11,6.950900158464297e-11,4.372565072542155e-11,3.844841701718101e-11
97,2.978957210770413e-11,1.0693692551483534e-11,9.800576886732415e-12,4.7495103374164786e-11
98,2.2915055467464714e-11,3.9719429476938834e-11,1.6585591654470243e-11,4.29717601956729e-11
99,4.659394611717825e-11,1.9095879556220594e-11,7.237349085587015e-11,2.7140059070951305e-11
100,3.437258320119708e-11,7.180050713138944e-11,3.543285489818643e-11,1.2062248475978357e-11
101,6.187064976215472e-11,0.0,3.3171183308940486e-11,3.1663402249443186e-11
102,0.0,3.131724247220178e-11,1.8093372713967537e-11,4.29717601956729e-11
103,5.652380348641297e-11,1.6804374009474124e-11,3.844841701718101e-11,1.733948218421889e-11
104,0.0,4.2774770205934134e-11,0.0,3.920230754692966e-11
105,4.888545166392473e-11,3.20810776544506e-11,5.72956802608972e-11,2.940173066019725e-11
106,2.4442725831962364e-11,3.7427923930192364e-11,3.543285489818643e-11,5.804957079064585e-11
107,3.7427923930192364e-11,0.0,3.844841701718101e-11,0.0
108,1.5276703644976477e-11,5.652380348641297e-11,0.0,6.634236661788097e-11
109,2.673423137870883e-11,1.7568209191722947e-11,4.975677496341073e-11,1.8847263243716184e-11
110,4.583011093492943e-11,5.11769572106712e-11,2.7140059070951305e-11,5.72956802608972e-11
111,2.2915055467464714e-11,2.4442725831962364e-11,1.0554467416481064e-11,0.0
112,2.978957210770413e-11,2.673423137870883e-11,2.7893949600699955e-11,3.694063595768372e-11
113,4.2774770205934134e-11,1.3749033280478827e-11,7.689683403436202e-11,4.824899390391343e-11
114,1.2985198098230004e-11,5.7287638668661785e-11,3.7694526487432366e-12,1.5831701124721593e-11
115,5.423229793966649e-11,3.131724247220178e-11,4.975677496341073e-11,0.0
116,4.659394611717825e-11,3.437258320119708e-11,4.1463979136175605e-11,6.031124237989178e-11
117,1.833204437397177e-11,1.60405388272253e-11,1.130835794622971e-11,4.900288443366208e-11
118,0.0,2.5970396196460007e-11,3.995619807667831e-11,3.1663402249443186e-11
119,7.791118858938002e-11,7.943885895387767e-11,4.447954125517019e-11,0.0
120,2.5206561014211184e-11,2.2915055467464714e-11,0.0,8.368184880209986e-11
121,2.1387385102967067e-11,2.5206561014211184e-11,4.6741212844416136e-11,0.0
122,5.041312202842237e-11,6.950900158464297e-11,2.1108934832962127e-11,6.332680449888637e-11
123,3.819175911244119e-11,0.0,6.558847608813232e-11,7.538905297486473e-13
124,4.5066275752680604e-11,3.590025356569472e-11,7.538905297486473e-13,5.804957079064585e-11
125,4.5066275752680604e-11,2.5970396196460007e-11,5.3526227612153967e-11,1.2062248475978357e-11
126,2.0623549920718244e-11,2.0623549920718244e-11,5.277233708240532e-12,7.086570979637286e-11
127,9.777090332784946e-11,1.0082624405684474e-10,1.0856023628380522e-10,3.995619807667831e-11
