Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
75,2.1110911436380532e-11,4.825351185458407e-11,5.139684139592869e-11,8.364583991886435e-11
76,2.6137318921233038e-11,2.1110911436380532e-11,2.015562407683478e-11,2.418674889220174e-11
77,5.126935634549558e-11,5.2274637842466076e-11,3.829568574598609e-11,2.519453009604348e-11
78,0.0,2.3121474430321538e-11,2.519453009604348e-11,4.6357935376719996e-11
79,1.809506694546903e-11,0.0,2.8217873707568694e-11,2.217118648451826e-11
80,6.33327343091416e-11,3.417957089699705e-11,4.13190293575113e-11,2.9225654911410434e-11
81,8.042251975764012e-12,1.910034844243953e-11,4.535015417287826e-11,3.0233436115252173e-12
82,3.820069688487906e-11,6.93644232909646e-11,1.209337444610087e-11,3.1241217319093915e-11
83,2.7142600418203542e-11,2.513203742426254e-11,2.6202311299885216e-11,2.217118648451826e-11
84,8.042251975764012e-12,2.9153163412144544e-11,2.418674889220174e-11,3.829568574598609e-11
85,6.33327343091416e-11,1.0052814969705016e-11,5.5427966211295654e-11,2.116340528067652e-11
86,8.042251975764012e-12,3.116372640608555e-11,0.0,9.271587075343999e-11
87,8.343836424855163e-11,5.931160832125959e-11,6.449799704587131e-11,2.519453009604348e-11
88,3.216900790305605e-11,2.4126755927292036e-11,5.038906019208695e-12,2.519453009604348e-11
89,2.9153163412144544e-11,1.0052814969705015e-12,5.5427966211295654e-11,4.031124815366956e-11
90,3.0158444909115045e-12,7.539611227278762e-11,0.0,1.4108936853784347e-11
91,7.238026778187612e-11,1.2063377963646018e-11,5.744352861897913e-11,5.139684139592869e-11
92,2.7142600418203542e-11,3.317428940002655e-11,3.4264560930619137e-11,5.643574741513739e-11
93,3.216900790305605e-11,2.2116192933351033e-11,3.2248998522935656e-11,0.0
94,7.036970478793512e-12,2.6137318921233038e-11,5.240462259977043e-11,5.5427966211295654e-11
95,9.148061622431564e-11,5.629576383034809e-11,5.341240380361217e-11,1.5116718057626087e-11
96,1.809506694546903e-11,7.43908307758171e-11,4.6357935376719996e-11,3.527234213446087e-11
97,2.7142600418203542e-11,1.4073940957587023e-11,9.070030834575653e-12,4.938127898824522e-11
98,1.3068659460616519e-11,3.216900790305605e-11,2.116340528067652e-11,3.4264560930619137e-11
99,4.1216541375790564e-11,1.910034844243953e-11,6.046687223050435e-11,3.628012333830261e-11
100,4.2221822872761065e-11,9.449646071522714e-11,2.7210092503726957e-11,1.6124499261467828e-11
101,7.338554927884662e-11,0.0,4.031124815366956e-11,2.8217873707568694e-11
102,0.0,3.116372640608555e-11,2.217118648451826e-11,3.829568574598609e-11
103,5.730104532731859e-11,1.7089785448498525e-11,3.527234213446087e-11,1.9147842872993046e-11
104,0.0,4.2221822872761065e-11,0.0,4.13190293575113e-11
105,5.2274637842466076e-11,2.9153163412144544e-11,5.845130982282087e-11,3.728790454214435e-11
106,3.317428940002655e-11,2.513203742426254e-11,2.7210092503726957e-11,4.938127898824522e-11
107,4.724823035761357e-11,0.0,3.527234213446087e-11,0.0
108,1.5079222454557523e-11,5.327991933943658e-11,0.0,4.837349778440348e-11
109,2.2116192933351033e-11,2.1110911436380532e-11,7.155246547276348e-11,2.116340528067652e-11
110,3.719541538790855e-11,4.6242948860643076e-11,2.7210092503726957e-11,5.038906019208696e-11
111,2.2116192933351033e-11,2.3121474430321538e-11,2.0155624076834785e-12,0.0
112,3.317428940002655e-11,2.8147881915174046e-11,3.0233436115252175e-11,2.9225654911410434e-11
113,5.629576383034809e-11,3.0158444909115045e-12,5.240462259977043e-11,4.7365716580561737e-11
114,7.036970478793512e-12,6.43380158061121e-11,3.0233436115252173e-12,2.217118648451826e-11
115,4.1216541375790564e-11,3.417957089699705e-11,6.046687223050435e-11,0.0
116,4.3227104369731566e-11,2.9153163412144544e-11,4.232681056135304e-11,5.845130982282087e-11
117,1.2063377963646018e-11,2.1110911436380532e-11,1.3101155649942608e-11,4.7365716580561737e-11
118,0.0,2.6137318921233038e-11,4.535015417287826e-11,4.232681056135304e-11
119,6.63485788000531e-11,7.539611227278762e-11,5.240462259977043e-11,0.0
120,2.513203742426254e-11,2.9153163412144544e-11,0.0,6.550577824971304e-11
121,2.7142600418203542e-11,1.910034844243953e-11,4.535015417287826e-11,0.0
122,4.423238586670207e-11,7.640139376975812e-11,3.527234213446087e-11,6.651355945355479e-11
123,3.317428940002655e-11,0.0,6.852912186123827e-11,0.0
124,3.920597838184956e-11,3.920597838184956e-11,0.0,6.449799704587131e-11
125,3.0158444909115045e-11,3.0158444909115045e-11,5.240462259977043e-11,1.6124499261467828e-11
126,2.2116192933351033e-11,1.3068659460616519e-11,7.0544684268921735e-12,7.256024667660522e-11
127,1.337024390970767e-10,1.1058096466675517e-10,1.1186371362643305e-10,3.628012333830261e-11
