Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
57,4.221770857580206e-11,2.2114037825420126e-11,5.0463565276116355e-11,3.229668177671447e-11
58,2.2114037825420126e-11,4.221770857580206e-11,3.0278139165669817e-11,5.0463565276116355e-11
59,2.0103670750381933e-11,4.0207341500763865e-12,4.037085222089309e-12,2.422251133253585e-11
60,2.6134771975496512e-11,6.433174640122218e-11,5.853773572029497e-11,0.0
61,2.2114037825420126e-11,2.0103670750381933e-11,1.6148340888357235e-11,6.055627833133963e-12
62,3.01555061255729e-11,5.83006451761076e-11,4.4407937442982395e-11,5.853773572029497e-11
63,5.83006451761076e-11,2.8145139050534706e-11,2.8259596554625157e-11,2.8259596554625157e-11
64,1.0051835375190966e-11,7.237321470137496e-11,4.037085222089309e-12,4.037085222089308e-11
65,4.221770857580206e-11,1.206220245022916e-11,9.68900453301434e-11,1.8166883499401888e-11
66,0.0,3.819697442572567e-11,0.0,2.8259596554625157e-11
67,3.819697442572567e-11,4.6238442725878445e-11,1.009271305522327e-11,2.8259596554625157e-11
68,5.427991102603122e-11,8.041468300152773e-12,1.6148340888357235e-11,4.4407937442982395e-11
69,3.618660735068748e-11,1.0051835375190966e-11,6.055627833133963e-11,2.6241053943580504e-11
70,0.0,5.83006451761076e-11,4.238939483193774e-11,4.84450226650717e-11
71,4.422807565084025e-11,4.0207341500763865e-11,2.8259596554625157e-11,2.0185426110446544e-12
72,1.0051835375190966e-11,6.03110122511458e-11,4.84450226650717e-11,4.037085222089308e-11
73,5.427991102603122e-11,1.4072569525267353e-11,6.257482094238428e-11,2.018542611044654e-11
74,2.8145139050534706e-11,4.0207341500763865e-11,6.055627833133963e-12,1.2111255666267925e-11
75,3.4176240275649285e-11,3.4176240275649285e-11,3.6333766998803776e-11,6.257482094238428e-11
76,2.6134771975496512e-11,1.809330367534374e-11,2.2203968721491198e-11,3.0278139165669817e-11
77,3.819697442572567e-11,4.824880980091664e-11,7.266753399760755e-11,2.422251133253585e-11
78,0.0,2.0103670750381933e-11,2.6241053943580504e-11,4.84450226650717e-11
79,2.2114037825420126e-11,0.0,2.8259596554625157e-11,1.6148340888357235e-11
80,6.232137932618399e-11,4.6238442725878445e-11,3.229668177671447e-11,4.037085222089308e-11
81,1.6082936600305546e-11,2.8145139050534706e-11,5.0463565276116355e-11,6.055627833133963e-12
82,6.433174640122218e-11,9.448725252679508e-11,1.4129798277312579e-11,4.4407937442982395e-11
83,4.824880980091664e-11,3.216587320061109e-11,3.835230960984843e-11,3.0278139165669817e-11
84,2.0103670750381933e-12,3.819697442572567e-11,1.4129798277312579e-11,3.0278139165669817e-11
85,5.025917687595483e-11,1.6082936600305546e-11,5.6519193109250314e-11,1.6148340888357235e-11
86,1.0051835375190966e-11,3.01555061255729e-11,0.0,9.083441749700944e-11
87,4.824880980091664e-11,5.629027810106941e-11,6.257482094238428e-11,2.2203968721491198e-11
88,2.2114037825420126e-11,1.4072569525267353e-11,6.055627833133963e-12,3.229668177671447e-11
89,3.01555061255729e-11,4.0207341500763865e-12,5.248210788716101e-11,4.238939483193774e-11
90,6.03110122511458e-12,5.427991102603122e-11,0.0,2.6241053943580504e-11
91,7.438358177641315e-11,1.0051835375190966e-11,6.257482094238428e-11,1.8166883499401888e-11
92,2.412440490045832e-11,3.4176240275649285e-11,1.8166883499401888e-11,5.853773572029497e-11
93,4.221770857580206e-11,2.6134771975496512e-11,2.422251133253585e-11,0.0
94,1.0051835375190966e-11,4.0207341500763865e-11,5.0463565276116355e-11,4.642648005402705e-11
95,9.247688545175689e-11,4.6238442725878445e-11,3.431522438775912e-11,2.8259596554625157e-11
96,3.4176240275649285e-11,6.232137932618399e-11,3.0278139165669817e-11,4.642648005402705e-11
97,2.2114037825420126e-11,2.0103670750381933e-12,8.074170444178617e-12,4.037085222089308e-11
98,2.6134771975496512e-11,2.2114037825420126e-11,1.2111255666267925e-11,3.835230960984843e-11
99,4.0207341500763865e-11,1.0051835375190966e-11,7.266753399760755e-11,4.037085222089308e-11
100,2.6134771975496512e-11,9.850798667687147e-11,3.229668177671447e-11,1.6148340888357235e-11
101,6.03110122511458e-11,0.0,2.422251133253585e-11,4.037085222089308e-11
102,0.0,2.2114037825420126e-11,2.8259596554625157e-11,5.0463565276116355e-11
103,6.835248055129857e-11,1.6082936600305546e-11,2.8259596554625157e-11,1.8166883499401888e-11
104,0.0,5.629027810106941e-11,0.0,3.6333766998803776e-11
105,5.83006451761076e-11,1.809330367534374e-11,6.257482094238428e-11,3.431522438775912e-11
106,4.221770857580206e-11,2.412440490045832e-11,3.431522438775912e-11,8.679733227492013e-11
107,3.01555061255729e-11,0.0,1.4129798277312579e-11,0.0
108,1.809330367534374e-11,4.6238442725878445e-11,0.0,5.248210788716101e-11
109,2.8145139050534706e-11,1.4072569525267353e-11,7.872316183074152e-11,8.074170444178617e-12
110,2.8145139050534706e-11,6.433174640122218e-11,2.2203968721491198e-11,5.248210788716101e-11
111,2.6134771975496512e-11,6.232137932618399e-11,8.074170444178617e-12,0.0
112,5.427991102603122e-11,3.01555061255729e-11,2.8259596554625157e-11,3.835230960984843e-11
113,5.629027810106941e-11,2.0103670750381933e-12,8.477878966387548e-11,4.4407937442982395e-11
114,1.809330367534374e-11,4.824880980091664e-11,6.055627833133963e-12,2.422251133253585e-11
115,6.232137932618399e-11,2.2114037825420126e-11,4.642648005402705e-11,0.0
116,4.221770857580206e-11,2.0103670750381933e-11,3.229668177671447e-11,6.863044877551825e-11
117,2.0103670750381933e-11,1.206220245022916e-11,4.037085222089309e-12,4.037085222089308e-11
118,0.0,1.809330367534374e-11,5.853773572029497e-11,2.018542611044654e-11
119,6.634211347626038e-11,7.840431592648954e-11,5.450065049820566e-11,0.0
120,1.4072569525267353e-11,3.216587320061109e-11,0.0,8.679733227492013e-11
121,2.0103670750381933e-11,2.2114037825420126e-11,5.248210788716101e-11,0.0
122,3.4176240275649285e-11,7.639394885145134e-11,2.8259596554625157e-11,4.037085222089308e-11
123,2.412440490045832e-11,0.0,4.4407937442982395e-11,0.0
124,4.6238442725878445e-11,4.0207341500763865e-11,0.0,6.863044877551825e-11
125,4.6238442725878445e-11,3.618660735068748e-11,4.84450226650717e-11,8.074170444178617e-12
126,2.0103670750381933e-11,2.0103670750381933e-11,8.074170444178617e-12,4.037085222089308e-11
127,9.850798667687147e-11,1.226323915773298e-10,1.2918672710685788e-10,3.431522438775912e-11
