Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
52,2.0990224162827634e-11,5.597393110087369e-11,1.3255346723971715e-11,1.9883020085957574e-11
53,7.171659922299442e-11,2.7986965550436845e-11,7.787516200333383e-11,0.0
54,1.7491853469023028e-12,2.4488594856632236e-11,1.6569183404964644e-12,6.461981527936211e-11
55,4.023126297875296e-11,2.0990224162827634e-11,1.1598428383475251e-11,0.0
56,2.4488594856632236e-11,7.346578456989671e-11,3.479528515042575e-11,7.621824366283736e-11
57,3.498370693804605e-11,2.0990224162827634e-11,5.799214191737625e-11,3.3138366809929284e-11
58,2.7986965550436845e-11,4.198044832565527e-11,2.651069344794343e-11,5.467830523638333e-11
59,1.5742668122120723e-11,6.996741387609211e-12,4.9707550214893934e-12,4.3079876852908076e-11
60,4.198044832565527e-11,3.498370693804605e-11,5.964906025787271e-11,0.0
61,2.0990224162827634e-11,3.3234521591143756e-11,1.9883020085957574e-11,6.627673361985858e-12
62,2.973615089733915e-11,6.82182285291898e-11,4.8050631874397465e-11,6.130597859836918e-11
63,4.547881901945987e-11,2.973615089733915e-11,2.4853775107446963e-11,2.9824530128936356e-11
64,1.7491853469023028e-12,5.422474575397139e-11,9.941510042978787e-12,7.95320803438303e-11
65,4.198044832565527e-11,1.9241038815925332e-11,8.615975370581615e-11,1.8226101745461106e-11
66,0.0,3.498370693804605e-11,0.0,3.479528515042575e-11
67,7.696415526370133e-11,4.7228004366362177e-11,1.6569183404964642e-11,2.8167611788439895e-11
68,4.547881901945987e-11,2.973615089733915e-11,1.1598428383475251e-11,3.479528515042575e-11
69,5.072637506016678e-11,8.745926734511513e-12,6.461981527936211e-11,2.651069344794343e-11
70,0.0,6.646904318228751e-11,4.6393713533901004e-11,4.473679519340454e-11
71,4.547881901945987e-11,5.422474575397139e-11,3.810912183141868e-11,3.313836680992929e-12
72,5.2475560407069086e-12,4.3729633672557565e-11,4.6393713533901004e-11,5.799214191737625e-11
73,6.646904318228751e-11,1.2244297428316118e-11,5.633522357687979e-11,2.1539938426454038e-11
74,3.3234521591143756e-11,2.4488594856632236e-11,4.9707550214893934e-12,0.0
75,2.973615089733915e-11,4.023126297875296e-11,3.810912183141868e-11,8.450283536531968e-11
76,2.973615089733915e-11,2.2739409509729934e-11,1.6569183404964642e-11,1.8226101745461106e-11
77,6.297067248848289e-11,6.82182285291898e-11,3.976604017191515e-11,1.6569183404964642e-11
78,0.0,1.7491853469023026e-11,2.651069344794343e-11,3.645220349092221e-11
79,1.0495112081413817e-11,0.0,2.4853775107446963e-11,2.9824530128936356e-11
80,4.3729633672557565e-11,3.498370693804605e-11,4.6393713533901004e-11,4.3079876852908076e-11
81,1.0495112081413817e-11,1.9241038815925332e-11,4.6393713533901004e-11,1.6569183404964644e-12
82,5.422474575397139e-11,6.47198578353852e-11,1.1598428383475251e-11,3.976604017191515e-11
83,2.4488594856632236e-11,2.4488594856632236e-11,2.9824530128936356e-11,2.9824530128936356e-11
84,8.745926734511513e-12,2.973615089733915e-11,2.3196856766950502e-11,2.9824530128936356e-11
85,7.171659922299442e-11,6.996741387609211e-12,4.473679519340454e-11,1.6569183404964642e-11
86,6.996741387609211e-12,3.1485336244241447e-11,0.0,8.615975370581615e-11
87,7.346578456989671e-11,5.2475560407069084e-11,8.118899868432676e-11,2.9824530128936356e-11
88,2.2739409509729934e-11,1.9241038815925332e-11,6.627673361985858e-12,1.8226101745461106e-11
89,2.973615089733915e-11,3.4983706938046056e-12,5.799214191737625e-11,3.479528515042575e-11
90,3.4983706938046056e-12,1.0145275012033356e-10,0.0,2.1539938426454038e-11
91,7.696415526370133e-11,3.4983706938046056e-12,6.461981527936211e-11,3.810912183141868e-11
92,3.498370693804605e-11,2.973615089733915e-11,4.8050631874397465e-11,7.621824366283736e-11
93,3.498370693804605e-11,2.6237780203534542e-11,3.1481448469432823e-11,0.0
94,5.2475560407069086e-12,3.498370693804605e-11,4.473679519340454e-11,5.799214191737625e-11
95,9.095763803891973e-11,6.12214871415806e-11,4.3079876852908076e-11,2.1539938426454038e-11
96,2.973615089733915e-11,5.597393110087369e-11,4.3079876852908076e-11,3.479528515042575e-11
97,4.023126297875296e-11,1.7491853469023026e-11,9.941510042978787e-12,5.302138689588686e-11
98,1.5742668122120723e-11,3.6732892284948355e-11,1.4912265064468178e-11,2.651069344794343e-11
99,4.7228004366362177e-11,6.996741387609211e-12,5.633522357687979e-11,3.3138366809929284e-11
100,5.422474575397139e-11,8.046252595750592e-11,3.810912183141868e-11,1.8226101745461106e-11
101,6.12214871415806e-11,0.0,3.810912183141868e-11,4.8050631874397465e-11
102,0.0,3.498370693804605e-11,9.941510042978787e-12,2.651069344794343e-11
103,4.198044832565527e-11,5.2475560407069086e-12,4.473679519340454e-11,1.9883020085957574e-11
104,0.0,5.7723116447775986e-11,0.0,3.810912183141868e-11
105,5.597393110087369e-11,1.5742668122120723e-11,5.302138689588686e-11,3.479528515042575e-11
106,4.547881901945987e-11,3.3234521591143756e-11,2.8167611788439895e-11,6.130597859836918e-11
107,3.6732892284948355e-11,0.0,2.9824530128936356e-11,0.0
108,1.5742668122120723e-11,6.12214871415806e-11,0.0,4.9707550214893926e-11
109,1.7491853469023026e-11,1.5742668122120723e-11,8.781667204631261e-11,2.4853775107446963e-11
110,4.023126297875296e-11,5.072637506016678e-11,1.3255346723971715e-11,6.296289693886565e-11
111,2.0990224162827634e-11,3.8482077631850664e-11,1.6569183404964644e-12,0.0
112,3.6732892284948355e-11,3.3234521591143756e-11,3.3138366809929284e-11,3.645220349092221e-11
113,3.6732892284948355e-11,6.996741387609211e-12,7.456132532234089e-11,5.13644685553904e-11
114,1.2244297428316118e-11,6.82182285291898e-11,1.6569183404964644e-12,1.9883020085957574e-11
115,3.8482077631850664e-11,3.3234521591143756e-11,5.302138689588686e-11,0.0
116,4.198044832565527e-11,3.8482077631850664e-11,3.3138366809929284e-11,7.290440698184443e-11
117,6.996741387609211e-12,8.745926734511513e-12,1.3255346723971715e-11,3.810912183141868e-11
118,0.0,2.2739409509729934e-11,4.142295851241161e-11,3.479528515042575e-11
119,1.0145275012033356e-10,9.095763803891973e-11,7.787516200333383e-11,0.0
120,2.0990224162827634e-11,2.2739409509729934e-11,0.0,7.290440698184443e-11
121,2.6237780203534542e-11,2.0990224162827634e-11,4.9707550214893926e-11,0.0
122,3.6732892284948355e-11,9.620519407962666e-11,2.3196856766950502e-11,4.8050631874397465e-11
123,3.498370693804605e-11,0.0,6.130597859836918e-11,0.0
124,4.7228004366362177e-11,4.023126297875296e-11,0.0,6.627673361985857e-11
125,4.198044832565527e-11,2.7986965550436845e-11,5.467830523638333e-11,6.627673361985858e-12
126,2.2739409509729934e-11,1.9241038815925332e-11,1.6569183404964644e-12,5.964906025787271e-11
127,1.2594134497696579e-10,1.206937889362589e-10,1.2261195719673836e-10,3.810912183141868e-11
