Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
67,3.711375220468037e-11,8.434943682881901e-13,3.799872700003701e-11,6.608474260876002e-12
68,8.434943682881901e-13,4.5548695887562274e-11,2.065148206523751e-11,6.195444619571253e-11
69,7.169702130449617e-11,2.1930853575492946e-11,3.0564193456551514e-11,1.4043007804361507e-11
70,0.0,3.120929162666304e-11,2.230360063045651e-11,3.304237130438001e-11
71,4.386170715098589e-11,4.133122404612132e-11,7.269321686963602e-11,1.2390889239142505e-11
72,1.3495909892611042e-11,5.060966209729141e-11,0.0,5.699809050005553e-11
73,6.747954946305522e-11,3.120929162666304e-11,3.221631202177051e-11,2.560783776089451e-11
74,3.3739774731527606e-12,3.0365797258374845e-11,3.139025273916101e-11,6.608474260876002e-11
75,5.060966209729141e-11,3.6270257836392174e-11,5.2867794087008014e-11,3.634660843481801e-11
76,2.6148325416933897e-11,2.1930853575492946e-11,9.912711391314005e-12,1.982542278262801e-11
77,4.976616772900322e-11,2.6991819785222085e-11,5.2867794087008014e-11,0.0
78,2.0243864838916564e-11,6.832304383134341e-11,5.782414978266502e-12,9.004046180443553e-11
79,3.0365797258374845e-11,8.434943682881901e-13,5.121567552178902e-11,1.4043007804361507e-11
80,9.278438051170093e-12,3.542676346810399e-11,2.230360063045651e-11,2.8086015608723014e-11
81,5.735761704359693e-11,4.30182127826977e-11,2.230360063045651e-11,2.891207489133251e-11
82,9.278438051170093e-12,4.217471841440951e-12,5.204173480439852e-11,7.351927615224553e-11
83,8.013196498737807e-11,4.048772967783313e-11,2.7259956326113512e-11,4.130296413047501e-12
84,4.30182127826977e-11,2.6991819785222085e-11,3.139025273916101e-11,5.947626834788403e-11
85,1.0121932419458282e-11,1.9400370470628373e-11,3.0564193456551514e-11,4.2955082695694016e-11
86,0.0,4.8079178992426846e-11,1.8173304217409006e-11,1.5695126369580506e-11
87,8.097545935566626e-11,4.892267336071503e-11,5.2867794087008014e-11,2.065148206523751e-11
88,1.7713381734051995e-11,1.0121932419458282e-11,3.304237130438001e-11,2.478177847828501e-11
89,5.820111141188513e-11,2.2774347943781137e-11,2.6433897043504007e-11,4.130296413047501e-12
90,0.0,6.410557198990245e-11,3.799872700003701e-11,4.3781141978303514e-11
91,4.048772967783313e-11,2.8678808521798466e-11,4.047690484786551e-11,3.304237130438001e-11
92,5.060966209729141e-11,3.373977473152761e-11,5.038961623917952e-11,4.625931982613202e-11
93,3.0365797258374845e-11,1.6869887365763804e-11,7.434533543485504e-12,0.0
94,2.6991819785222085e-11,2.3617842312069324e-11,2.6433897043504007e-11,5.038961623917952e-11
95,7.76014818825135e-11,7.169702130449617e-11,6.525868332615053e-11,4.2955082695694016e-11
96,0.0,3.289628036323942e-11,3.965084556525602e-11,3.4694489869599015e-11
97,2.6991819785222085e-11,5.988810014846151e-11,1.7347244934799507e-11,0.0
98,6.579256072647883e-11,1.8556876102340186e-11,2.7259956326113512e-11,5.038961623917952e-11
99,1.5182898629187422e-11,2.6148325416933897e-11,5.699809050005553e-11,2.478177847828501e-11
100,1.6026392997475613e-11,3.2052785994951226e-11,2.065148206523751e-11,7.104109830441703e-11
101,6.241858325332608e-11,3.120929162666304e-11,6.856292045658852e-11,1.3216948521752004e-11
102,2.1087359207204755e-11,4.217471841440951e-11,1.7347244934799507e-11,3.0564193456551514e-11
103,5.14531564655796e-11,1.0965426787746473e-11,4.543326054352252e-11,2.065148206523751e-11
104,8.434943682881901e-13,4.892267336071503e-11,3.799872700003701e-11,5.4519912652227025e-11
105,6.410557198990245e-11,6.410557198990245e-11,1.4043007804361507e-11,4.2129023413084517e-11
106,1.0965426787746473e-11,4.217471841440951e-12,3.221631202177051e-11,1.982542278262801e-11
107,2.6148325416933897e-11,4.386170715098589e-11,8.591016539138803e-11,2.560783776089451e-11
108,5.14531564655796e-11,5.3140145202155985e-11,0.0,3.8824786282646515e-11
109,2.2774347943781137e-11,0.0,5.534597193483652e-11,3.8824786282646515e-11
110,5.060966209729141e-12,4.976616772900322e-11,1.4869067086971008e-11,2.3955719195675507e-11
111,5.904460578017331e-11,2.6148325416933897e-11,5.947626834788403e-11,4.2129023413084517e-11
112,1.3495909892611042e-11,5.14531564655796e-11,2.8086015608723014e-11,6.608474260876002e-11
113,6.326207762161426e-11,8.434943682881902e-12,2.6433897043504007e-11,1.7347244934799507e-11
114,2.3617842312069324e-11,3.542676346810399e-11,1.982542278262801e-11,1.5695126369580506e-11
115,2.2774347943781137e-11,2.1930853575492946e-11,4.7911438391351015e-11,2.560783776089451e-11
116,1.8556876102340186e-11,5.398363957044417e-11,0.0,4.460720126091302e-11
117,4.6392190255850464e-11,1.1808921156034662e-11,6.360656476093152e-11,3.139025273916101e-11
118,4.048772967783313e-11,5.398363957044417e-11,0.0,4.956355695657002e-11
119,2.4461336680357515e-11,2.8678808521798466e-11,4.873749767396052e-11,1.982542278262801e-11
120,2.6148325416933897e-11,2.783531415351028e-11,1.2390889239142505e-11,2.7259956326113512e-11
121,5.4827133938732367e-11,1.3495909892611042e-11,8.260592826095003e-12,1.0738770673923504e-11
122,2.1087359207204755e-11,7.844497625080168e-11,5.3693853369617526e-11,1.0490952889140654e-10
123,4.217471841440951e-11,6.747954946305521e-12,4.873749767396052e-11,2.4781778478285013e-12
124,1.8556876102340186e-11,7.675798751422532e-11,3.3868430586989516e-11,3.634660843481801e-11
125,4.8079178992426846e-11,8.434943682881901e-13,4.625931982613202e-11,4.2129023413084517e-11
126,9.278438051170093e-12,3.711375220468037e-11,2.7259956326113512e-11,3.4694489869599015e-11
127,1.2652415524322852e-10,6.579256072647883e-11,1.2225677382620606e-10,3.634660843481801e-11
