Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
25,4.035321249295032e-11,4.55267012740978e-11,1.7762332268180062e-11,4.767783924616753e-11
26,0.0,2.690214166196688e-11,0.0,1.869719186124217e-12
27,5.0700190055245277e-11,6.72553541549172e-11,9.255109971314874e-11,5.7961294769850724e-11
28,2.8971537174425873e-11,4.242260800540931e-11,3.739438372248434e-11,1.1218315116745302e-11
29,7.553293620475317e-11,4.863079454278628e-11,3.178522616411169e-11,3.178522616411169e-11
30,0.0,6.518595864245821e-11,1.963205145430428e-11,2.3371489826552714e-11
31,9.001870479196609e-11,2.690214166196688e-11,7.104932907272025e-11,3.178522616411169e-11
32,2.483274614950789e-11,4.55267012740978e-11,6.450531192128548e-11,3.645952412942223e-11
33,6.311656312999921e-11,3.311032819934385e-11,4.300354128085699e-11,5.235213721147807e-11
34,2.483274614950789e-11,5.276958556770427e-11,4.6742979653105424e-12,5.609157558372651e-11
35,4.55267012740978e-11,1.6555164099671925e-11,5.609157558372651e-11,1.215317470980741e-11
36,3.621442146803234e-11,5.690837659262225e-11,3.178522616411169e-11,2.8045787791863255e-11
37,5.587367883639275e-11,3.104093268688486e-11,2.430634941961482e-11,3.36549453502359e-11
38,8.277582049835962e-12,4.656139903032729e-11,2.524120901267693e-11,4.4873260466981206e-11
39,4.55267012740978e-11,4.138791024917981e-12,4.3938400873919095e-11,1.0283455523683192e-11
40,5.483898108016326e-11,4.966549229901578e-11,6.544017151434759e-12,7.385390785190657e-11
41,3.414502595557335e-11,3.104093268688486e-12,4.206868168779488e-11,0.0
42,5.380428332393376e-11,7.346354069229418e-11,3.832924331554645e-11,5.235213721147807e-11
43,3.828381698049133e-11,1.965925736836041e-11,1.4022893895931627e-11,8.413736337558976e-12
44,9.312279806065458e-12,5.7943074348851746e-11,3.645952412942223e-11,7.198418866578235e-11
45,6.208186537376972e-11,4.138791024917982e-11,3.5524664536360125e-11,2.6176068605739036e-11
46,2.27633506370489e-11,6.001246986131072e-11,3.832924331554645e-11,7.946306541027923e-11
47,4.035321249295032e-11,3.931851473672082e-11,2.524120901267693e-11,7.198418866578235e-11
48,4.759609678655679e-11,0.0,4.4873260466981206e-11,5.609157558372651e-12
49,5.0700190055245277e-11,3.621442146803234e-11,2.6176068605739036e-11,5.609157558372651e-12
50,1.138167531852445e-11,7.449823844852366e-11,0.0,3.0850366571049584e-11
51,6.311656312999921e-11,3.207563044311435e-11,5.048241802535386e-11,2.7110928198801147e-11
52,2.0693955124589906e-12,4.55267012740978e-11,5.7961294769850724e-11,4.674297965310543e-11
53,5.380428332393376e-11,5.173488781147477e-12,4.0198962501670665e-11,3.0850366571049584e-11
54,1.758986185590142e-11,9.10534025481956e-11,2.7110928198801147e-11,1.869719186124217e-11
55,4.966549229901578e-11,1.345107083098344e-11,3.272008575717379e-11,3.272008575717379e-11
56,3.104093268688486e-11,2.3798048393278394e-11,3.178522616411169e-11,1.682747267511795e-11
57,5.690837659262225e-11,4.966549229901578e-11,4.113382209473277e-11,6.076587354903705e-11
58,3.311032819934385e-11,6.82900519111467e-11,3.5524664536360125e-11,2.8045787791863255e-11
59,3.724911922426183e-11,2.27633506370489e-11,3.4589804943298014e-11,3.0850366571049584e-11
60,2.069395512458991e-11,5.897777210508124e-11,4.580812006004332e-11,4.954755843229175e-11
61,7.035944742360568e-11,2.3798048393278394e-11,7.385390785190657e-11,5.609157558372651e-12
62,9.312279806065458e-12,4.138791024917982e-11,1.0283455523683192e-11,5.702643517678862e-11
63,7.760233171721216e-11,6.72553541549172e-11,6.357045232822338e-11,3.645952412942223e-11
64,2.7936839418196374e-11,1.138167531852445e-11,4.6742979653105424e-12,3.926410290860856e-11
65,1.2416373074753945e-11,2.7936839418196374e-11,4.580812006004332e-11,1.0283455523683192e-11
66,5.7943074348851746e-11,2.8971537174425873e-11,2.8045787791863255e-11,2.991550697798747e-11
67,1.8624559612130915e-11,4.035321249295032e-11,2.3371489826552714e-11,4.4873260466981206e-11
68,9.10534025481956e-11,4.966549229901578e-11,5.609157558372651e-12,3.5524664536360125e-11
69,1.345107083098344e-11,4.138791024917982e-11,5.235213721147807e-11,3.926410290860856e-11
70,2.069395512458991e-11,4.035321249295032e-11,4.580812006004332e-11,2.8980647384925362e-11
71,6.41512608862287e-11,2.5867443905737384e-11,1.4022893895931627e-11,2.991550697798747e-11
72,4.242260800540931e-11,3.311032819934385e-11,3.4589804943298014e-11,4.300354128085699e-11
73,3.311032819934385e-11,2.0693955124589906e-12,3.36549453502359e-11,4.6742979653105424e-12
74,1.2416373074753945e-11,9.312279806065458e-11,2.524120901267693e-11,1.0470427442295615e-10
75,7.656763396098266e-11,2.3798048393278394e-11,4.954755843229175e-11,0.0
76,4.345730576163881e-11,5.276958556770427e-11,4.767783924616753e-11,5.51567159906644e-11
77,4.656139903032729e-11,1.758986185590142e-11,1.5892613082055844e-11,2.8045787791863255e-11
78,1.0346977562294953e-12,3.931851473672082e-11,2.430634941961482e-11,4.206868168779488e-11
79,6.82900519111467e-11,2.27633506370489e-11,4.580812006004332e-11,4.861269883922964e-11
80,4.138791024917981e-12,7.863702947344164e-11,1.963205145430428e-11,1.7762332268180062e-11
81,5.587367883639275e-11,0.0,2.8980647384925362e-11,7.478876744496868e-12
82,3.311032819934385e-11,7.242884293606468e-11,1.7762332268180062e-11,4.580812006004332e-11
83,7.346354069229418e-11,1.0346977562294953e-12,8.507222296865187e-11,5.141727761841596e-11
84,0.0,6.62206563986877e-11,1.4957753488993736e-11,1.5892613082055844e-11
85,4.345730576163881e-11,2.690214166196688e-11,3.926410290860856e-11,7.478876744496868e-12
86,1.0346977562294954e-11,8.174112274213013e-11,2.991550697798747e-11,6.076587354903705e-11
87,7.346354069229418e-11,3.828381698049133e-11,4.861269883922964e-11,0.0
88,0.0,6.62206563986877e-11,1.5892613082055844e-11,4.674297965310543e-11
89,9.519219357311358e-11,1.138167531852445e-11,9.068138052702452e-11,1.5892613082055844e-11
90,1.138167531852445e-11,2.5867443905737384e-11,3.0850366571049584e-11,4.0198962501670665e-11
91,6.208186537376972e-11,1.6555164099671925e-11,1.4022893895931627e-11,4.954755843229175e-11
92,0.0,5.276958556770427e-11,3.4589804943298014e-11,3.178522616411169e-11
93,9.519219357311358e-11,1.0346977562294954e-11,3.5524664536360125e-11,1.7762332268180062e-11
94,0.0,6.72553541549172e-11,2.0566911047366385e-11,6.544017151434758e-11
95,1.0967796216032651e-10,1.758986185590142e-11,5.141727761841596e-11,2.0566911047366385e-11
96,2.8971537174425873e-11,1.1485145094147399e-10,9.348595930621085e-13,4.580812006004332e-11
97,4.44920035178683e-11,7.242884293606468e-12,7.011446947965813e-11,2.2436630233490603e-11
98,2.069395512458991e-11,6.518595864245821e-11,2.430634941961482e-11,6.917960988659603e-11
99,5.0700190055245277e-11,0.0,3.645952412942223e-11,1.682747267511795e-11
100,4.345730576163881e-11,7.346354069229418e-11,2.3371489826552714e-11,4.3938400873919095e-11
101,4.759609678655679e-11,4.242260800540931e-11,5.609157558372651e-12,5.7961294769850724e-11
102,3.207563044311435e-11,4.035321249295032e-11,5.141727761841596e-11,3.739438372248434e-11
103,1.138167531852445e-11,0.0,4.4873260466981206e-11,4.6742979653105424e-12
104,3.207563044311435e-11,6.41512608862287e-11,3.272008575717379e-11,3.36549453502359e-11
105,5.173488781147477e-11,1.345107083098344e-11,4.0198962501670665e-11,2.8045787791863255e-11
106,0.0,2.1728652880819404e-11,2.430634941961482e-11,4.767783924616753e-11
107,1.0243507786672003e-10,6.311656312999921e-11,4.767783924616753e-11,5.609157558372651e-12
108,1.0346977562294953e-12,5.173488781147477e-11,0.0,6.357045232822338e-11
109,4.44920035178683e-11,7.656763396098266e-11,5.141727761841596e-11,2.1501770640428496e-11
110,3.414502595557335e-11,2.483274614950789e-11,4.767783924616753e-11,4.300354128085699e-11
111,3.207563044311435e-11,1.6555164099671925e-11,6.544017151434758e-11,1.5892613082055844e-11
112,2.690214166196688e-11,5.276958556770427e-11,0.0,5.235213721147807e-11
113,8.381051825458911e-11,3.828381698049133e-11,7.478876744496868e-11,1.869719186124217e-11
114,0.0,4.863079454278628e-11,0.0,2.2436630233490603e-11
115,8.381051825458911e-11,4.242260800540931e-11,7.7593346224155e-11,4.767783924616753e-11
116,1.138167531852445e-11,3.931851473672082e-11,3.0850366571049584e-11,4.206868168779488e-11
117,5.0700190055245277e-11,0.0,2.1501770640428496e-11,0.0
118,7.242884293606468e-12,3.828381698049133e-11,1.963205145430428e-11,3.832924331554645e-11
119,5.690837659262225e-11,2.27633506370489e-11,6.73098907004718e-11,2.6176068605739036e-11
120,0.0,6.311656312999921e-11,0.0,5.4221856397602294e-11
121,8.277582049835963e-11,4.863079454278628e-11,5.3286996804540184e-11,3.36549453502359e-11
122,1.758986185590142e-11,3.414502595557335e-11,0.0,4.861269883922964e-11
123,5.7943074348851746e-11,3.724911922426183e-11,4.300354128085699e-11,2.0566911047366385e-11
124,2.7936839418196374e-11,4.656139903032729e-11,4.4873260466981206e-11,3.5524664536360125e-11
125,7.553293620475317e-11,2.483274614950789e-11,3.832924331554645e-11,3.178522616411169e-11
126,0.0,6.001246986131072e-11,2.8980647384925362e-11,5.51567159906644e-11
127,1.2209433523508046e-10,7.139414517983519e-11,1.0563913401601825e-10,1.0937857238826669e-10
