Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
106,2.651942109540227e-11,4.5806272801149376e-11,2.4509258184239362e-11,5.5702859509634914e-11
107,4.5806272801149376e-11,0.0,3.899200165674444e-11,0.0
108,1.8081423474137912e-11,6.147683981206891e-11,0.0,5.0132573558671425e-11
109,2.8930277558620657e-11,1.928685170574711e-11,7.686994612329618e-11,2.005302942346857e-11
110,2.4108564632183882e-11,5.665512688563213e-11,2.005302942346857e-11,5.347474512924952e-11
111,2.7724849327011467e-11,3.134113402183905e-11,1.0026514711734285e-11,0.0
112,3.0135705790229855e-11,3.134113402183905e-11,2.562331537443206e-11,3.5649830086166344e-11
113,5.665512688563213e-11,3.616284694827582e-12,7.018560298213999e-11,4.9018516368478724e-11
114,2.2903136400574688e-11,5.665512688563213e-11,1.1140571901926983e-12,2.005302942346857e-11
115,5.183341395919535e-11,2.651942109540227e-11,6.57293742213692e-11,0.0
116,2.2903136400574688e-11,2.8930277558620657e-11,3.0079544135202855e-11,5.793097389002031e-11
117,2.2903136400574688e-11,1.3259710547701135e-11,1.336868628231238e-11,5.5702859509634914e-11
118,0.0,2.651942109540227e-11,3.453577289597365e-11,3.453577289597365e-11
119,7.714740682298844e-11,6.26822680436781e-11,6.79574886017546e-11,0.0
120,3.0135705790229855e-11,2.8930277558620657e-11,0.0,6.79574886017546e-11
121,3.0135705790229855e-11,1.928685170574711e-11,5.0132573558671425e-11,0.0
122,4.8217129264367763e-11,6.991483743333326e-11,3.0079544135202855e-11,7.909806050368158e-11
123,3.857370341149422e-11,0.0,5.124663074886412e-11,0.0
124,6.027141158045971e-11,2.4108564632183882e-11,0.0,5.904503108021301e-11
125,2.7724849327011467e-11,2.651942109540227e-11,5.904503108021301e-11,1.0026514711734285e-11
126,2.5313992863793076e-11,2.5313992863793076e-11,6.68434314115619e-12,6.46153170311765e-11
127,1.5429481364597687e-10,1.2898082078218378e-10,1.1586194778004062e-10,3.7877944466551745e-11
