Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
28,2.5108539017448875e-11,3.264110072268354e-11,1.8179105115729456e-11,3.5348259947251716e-11
29,8.536903265932617e-11,2.0589001994308076e-11,8.130099787867896e-11,1.7169154831522264e-11
30,1.2554269508724438e-11,2.0589001994308076e-11,1.009950284207192e-11,2.0703980826247434e-11
31,3.464978384407944e-11,5.674529817943446e-11,7.423134588922861e-11,4.5952737931427235e-11
32,6.026049364187729e-11,3.314327150303251e-11,3.0803483668319355e-11,3.585323508935532e-11
33,2.962807604058967e-11,2.561070979779785e-11,1.4139303978900689e-11,1.009950284207192e-12
34,2.7619392919193762e-11,4.670188257245491e-11,3.585323508935532e-11,3.433830966304453e-11
35,4.519537023140797e-12,3.816497930652228e-11,3.433830966304453e-11,6.564676847346748e-11
36,8.938639890211798e-11,2.159334355500603e-11,9.089552557864728e-12,3.2318409094630144e-11
37,2.00868312139591e-11,2.4606368237099897e-11,6.918159446819264e-11,1.9189055399936648e-11
38,2.209551433535501e-11,1.908248965326114e-11,2.3228856536765415e-11,2.2218906252558223e-11
39,3.11345883816366e-11,1.9584660433610123e-11,1.1109453126279111e-11,1.4139303978900689e-11
40,1.606946497116728e-11,7.432127549164867e-11,9.089552557864728e-12,6.26169176208459e-11
41,6.879739690780992e-11,1.7575977312214214e-11,5.2012439636670386e-11,5.04975142103596e-13
42,1.7073806531865236e-11,6.47800306650181e-11,7.069651989450343e-11,6.766666904188187e-11
43,5.925615208117934e-11,1.7073806531865236e-11,2.5753732247283396e-11,3.0803483668319355e-11
44,3.013024682093865e-12,6.02604936418773e-12,5.04975142103596e-13,3.635821023145891e-11
45,2.6112880578146828e-11,4.8710565693850816e-11,6.463681818926029e-11,7.57462713155394e-12
46,5.975832286152833e-11,4.218234554931411e-11,5.04975142103596e-12,5.2012439636670386e-11
47,3.163675916198558e-11,5.423444427768957e-11,6.26169176208459e-11,2.878358309990497e-11
48,0.0,2.6112880578146828e-11,2.4743781963076204e-11,6.31218927629495e-11
49,4.720405335280388e-11,1.8580318872912167e-11,3.433830966304453e-11,0.0
50,3.364544228338149e-11,4.318668711001206e-11,5.04975142103596e-12,6.463681818926029e-11
51,2.7117222138844784e-11,3.013024682093865e-12,4.090298651039128e-11,2.9288558242008566e-11
52,2.3099855896052963e-11,6.126483520257525e-11,1.9189055399936648e-11,3.130845881042295e-11
53,6.879739690780992e-11,3.6658466965475355e-11,7.776617188395378e-11,2.52487571051798e-12
54,5.5238785838387525e-12,3.0130246820938646e-11,9.594527699968324e-12,5.908209162612073e-11
55,3.213892994233456e-11,1.3056440289073414e-11,1.2119403410486303e-11,5.04975142103596e-13
56,2.159334355500603e-11,6.026049364187729e-11,3.585323508935532e-11,8.180597302078256e-11
57,4.469319945105899e-11,2.00868312139591e-11,5.150746449456679e-11,3.5348259947251716e-11
58,2.2597685115703988e-11,3.414761306373047e-11,2.272388139466182e-11,4.393283736301285e-11
59,2.561070979779785e-11,6.528220144536707e-12,5.04975142103596e-12,5.100248935246319e-11
60,3.213892994233456e-11,4.6199711792105926e-11,4.9992539068256e-11,0.0
61,3.11345883816366e-11,2.1091172774657054e-11,2.4743781963076204e-11,3.534825994725172e-12
62,3.56541254047774e-11,5.975832286152833e-11,3.7873135657769694e-11,6.766666904188187e-11
63,5.6243127399085474e-11,3.0632417601287624e-11,2.3733831678869012e-11,1.9694030542040245e-11
64,5.021707803489775e-12,6.176700598292423e-11,1.1109453126279111e-11,5.3527365062981175e-11
65,4.067583320826717e-11,1.5065123410469323e-11,7.827114702605738e-11,2.0703980826247434e-11
66,0.0,3.615629618512638e-11,0.0,3.484328480514812e-11
67,4.720405335280388e-11,3.9169320867220245e-11,1.8179105115729456e-11,2.120895596835103e-11
68,5.5238785838387525e-11,1.55672941908183e-11,1.514925426310788e-11,4.393283736301285e-11
69,4.218234554931411e-11,7.532561705234662e-12,5.6052240773499153e-11,2.8278607957801377e-11
70,0.0,6.47800306650181e-11,4.4437812505116446e-11,4.645771307353083e-11
71,4.1680174768965136e-11,3.213892994233456e-11,3.635821023145891e-11,8.079602273657536e-12
72,1.6571635751516254e-11,4.720405335280388e-11,4.090298651039128e-11,5.5042290489291965e-11
73,7.231259237025275e-11,2.00868312139591e-11,4.5952737931427235e-11,2.019900568414384e-11
74,3.515195462442843e-11,2.9125905260240697e-11,3.029850852621576e-12,9.089552557864728e-12
75,2.360202667640194e-11,4.2684516329663086e-11,4.393283736301285e-11,7.726119674185018e-11
76,3.264110072268354e-11,1.9584660433610123e-11,1.666417968941867e-11,2.272388139466182e-11
77,6.176700598292423e-11,4.670188257245491e-11,5.3527365062981175e-11,1.7169154831522264e-11
78,0.0,3.0130246820938646e-11,2.5753732247283396e-11,4.090298651039128e-11
79,2.209551433535501e-11,5.021707803489775e-13,2.5753732247283396e-11,2.120895596835103e-11
80,6.327351832397116e-11,3.11345883816366e-11,4.5952737931427235e-11,3.8378110799873295e-11
81,9.039074046281594e-12,1.807814809256319e-11,5.302238992087758e-11,6.5646768473467476e-12
82,4.670188257245491e-11,7.181042158990379e-11,2.120895596835103e-11,3.7368160515666107e-11
83,3.766280852617331e-11,3.464978384407944e-11,3.2318409094630144e-11,2.9793533384112166e-11
84,1.3558611069422392e-11,2.410419745675092e-11,2.3733831678869012e-11,3.2318409094630144e-11
85,5.423444427768957e-11,1.004341560697955e-11,4.241791193670206e-11,1.4139303978900689e-11
86,6.02604936418773e-12,4.067583320826717e-11,5.04975142103596e-13,7.726119674185018e-11
87,7.231259237025275e-11,5.2727931936642634e-11,7.776617188395378e-11,2.625870738938699e-11
88,2.7117222138844784e-11,2.5108539017448875e-11,5.554726563139556e-12,2.4238806820972607e-11
89,2.7117222138844784e-11,2.00868312139591e-12,6.26169176208459e-11,4.039801136828768e-11
90,6.02604936418773e-12,6.729088456676299e-11,0.0,1.2119403410486303e-11
91,5.825181052048139e-11,1.3056440289073414e-11,5.554726563139556e-11,2.9288558242008566e-11
92,2.159334355500603e-11,3.56541254047774e-11,4.4437812505116446e-11,5.302238992087758e-11
93,4.01736624279182e-11,2.3099855896052963e-11,3.130845881042295e-11,0.0
94,9.54124482663057e-12,3.213892994233456e-11,4.645771307353083e-11,4.696268821563443e-11
95,9.239942358421185e-11,5.323010271699161e-11,4.191293679459847e-11,2.3228856536765415e-11
96,2.962807604058967e-11,5.975832286152833e-11,3.5348259947251716e-11,3.585323508935532e-11
97,2.8121563699542737e-11,1.4060781849771369e-11,8.079602273657536e-12,5.4032340205084776e-11
98,2.209551433535501e-11,2.962807604058967e-11,1.9189055399936648e-11,3.433830966304453e-11
99,3.364544228338149e-11,1.205209872837546e-11,6.362686790505309e-11,3.7368160515666107e-11
100,2.9125905260240697e-11,9.842547294839959e-11,3.0803483668319355e-11,1.5654229405211475e-11
101,6.678871378641401e-11,0.0,3.938806108408049e-11,4.7467663357738025e-11
102,0.0,4.01736624279182e-11,1.4644279121004283e-11,3.130845881042295e-11
103,5.373227349734059e-11,1.7575977312214214e-11,4.494278764722004e-11,1.8684080257833053e-11
104,0.0,4.670188257245491e-11,0.0,3.2318409094630144e-11
105,6.176700598292423e-11,3.11345883816366e-11,6.665671875767468e-11,3.8378110799873295e-11
106,2.8623734479891715e-11,3.213892994233456e-11,2.9288558242008566e-11,6.009204191032792e-11
107,4.067583320826717e-11,0.0,3.130845881042295e-11,0.0
108,1.4060781849771369e-11,6.126483520257525e-11,0.0,4.948756392615241e-11
109,1.8580318872912167e-11,1.7575977312214214e-11,6.059701705243152e-11,2.2218906252558223e-11
110,4.6199711792105926e-11,4.670188257245491e-11,2.272388139466182e-11,4.948756392615241e-11
111,1.9584660433610123e-11,3.9169320867220245e-11,5.554726563139556e-12,0.0
112,3.414761306373047e-11,3.414761306373047e-11,2.625870738938699e-11,4.696268821563443e-11
113,4.670188257245491e-11,5.5238785838387525e-12,7.827114702605738e-11,5.3527365062981175e-11
114,1.606946497116728e-11,5.021707803489775e-11,3.029850852621576e-12,1.5654229405211475e-11
115,4.820839491350184e-11,3.163675916198558e-11,5.150746449456679e-11,0.0
116,3.816497930652228e-11,2.6112880578146828e-11,3.484328480514812e-11,5.6052240773499153e-11
117,2.1091172774657054e-11,1.606946497116728e-11,1.1614428268382707e-11,6.211194247874231e-11
118,0.0,2.5108539017448875e-11,3.7368160515666107e-11,3.585323508935532e-11
119,6.628654300606502e-11,7.281476315060173e-11,4.8982588784048814e-11,0.0
120,2.2597685115703988e-11,1.55672941908183e-11,0.0,7.827114702605738e-11
121,2.8121563699542737e-11,2.3099855896052963e-11,5.100248935246319e-11,0.0
122,3.9169320867220245e-11,7.683212939339356e-11,2.019900568414384e-11,7.120149503660703e-11
123,2.962807604058967e-11,0.0,4.797263849984162e-11,2.019900568414384e-12
124,4.2684516329663086e-11,3.766280852617331e-11,0.0,6.059701705243152e-11
125,3.414761306373047e-11,3.314327150303251e-11,4.9992539068256e-11,1.0604477984175516e-11
126,2.561070979779785e-11,2.2597685115703988e-11,5.04975142103596e-12,5.4537315347188364e-11
127,1.1549927948026482e-10,1.1499710869991584e-10,1.2270895953117383e-10,3.635821023145891e-11
