Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
24,4.368484497382921e-11,5.30458831825069e-11,5.383954347479565e-11,7.076054285258856e-11
25,0.0,2.9643287660812676e-11,1.8459272048501367e-11,1.2306181365667578e-11
26,5.616622925206612e-11,2.340259552169422e-11,2.7688908072752047e-11,8.460499688896459e-11
27,0.0,4.524501800860882e-11,3.3841998755585836e-11,3.0765453414168945e-11
28,2.652294159125345e-11,4.8365364078168053e-11,6.153090682833789e-12,3.9995089438419625e-11
29,1.0297142029545457e-10,1.5601730347796147e-11,1.0306426893746595e-10,1.6920999377792918e-11
30,9.361038208677689e-12,1.5601730347796147e-11,6.153090682833789e-12,2.4612362731335156e-11
31,3.588397979993114e-11,4.992553711294767e-11,7.076054285258856e-11,6.306917949904633e-11
32,4.992553711294767e-11,4.524501800860882e-11,2.4612362731335156e-11,3.0765453414168945e-11
33,2.808311462603306e-11,2.4962768556473836e-11,2.4612362731335156e-11,0.0
34,3.4323806765151525e-11,5.7726402286845746e-11,4.3071634779836516e-11,2.3074090060626707e-11
35,6.240692139118459e-12,3.588397979993114e-11,3.9995089438419625e-11,8.15284515475477e-11
36,7.956882477376035e-11,2.340259552169422e-11,9.229636024250683e-12,3.230372608487739e-11
37,3.1203460695592294e-11,2.652294159125345e-11,7.383708819400547e-11,9.229636024250683e-12
38,2.340259552169422e-11,2.4962768556473836e-11,2.1535817389918258e-11,2.3074090060626707e-11
39,3.7444152834710756e-11,7.800865173898074e-12,9.229636024250683e-12,2.1535817389918258e-11
40,1.8722076417355378e-11,5.928657532162535e-11,1.0767908694959129e-11,5.845436148692099e-11
41,5.616622925206612e-11,7.800865173898074e-12,5.383954347479565e-11,0.0
42,1.2481384278236918e-11,9.049003601721765e-11,6.153090682833789e-11,7.691363353542236e-11
43,5.616622925206612e-11,1.404155731301653e-11,1.9997544719209812e-11,2.6150635402043598e-11
44,1.5601730347796148e-12,7.800865173898074e-12,0.0,3.538027142629428e-11
45,2.1842422486914605e-11,4.680519104338844e-11,5.076299813337876e-11,7.691363353542236e-12
46,6.708744049552343e-11,3.900432586949037e-11,0.0,5.845436148692099e-11
47,4.524501800860882e-11,5.4606056217286515e-11,4.922472546267031e-11,2.6150635402043598e-11
48,0.0,4.368484497382921e-11,2.1535817389918258e-11,7.999017887683925e-11
49,5.1485710147727284e-11,1.5601730347796147e-11,4.460990745054497e-11,0.0
50,4.680519104338844e-11,3.900432586949037e-11,4.614818012125342e-12,5.2301270804087196e-11
51,2.808311462603306e-11,0.0,5.2301270804087196e-11,3.6918544097002734e-11
52,1.0921211243457303e-11,6.396709442596421e-11,2.6150635402043598e-11,2.3074090060626707e-11
53,5.616622925206612e-11,3.1203460695592294e-11,9.844945092534062e-11,0.0
54,3.1203460695592295e-12,3.588397979993114e-11,6.153090682833789e-12,7.383708819400547e-11
55,4.368484497382921e-11,1.404155731301653e-11,1.8459272048501367e-11,0.0
56,1.0921211243457303e-11,6.864761353030305e-11,3.3841998755585836e-11,6.614572484046323e-11
57,5.616622925206612e-11,3.2763633730371906e-11,7.076054285258856e-11,3.230372608487739e-11
58,1.8722076417355378e-11,3.4323806765151525e-11,1.5382726707084472e-11,3.9995089438419625e-11
59,2.340259552169422e-11,4.6805191043388445e-12,4.614818012125342e-12,5.076299813337876e-11
60,3.7444152834710756e-11,4.524501800860882e-11,3.538027142629428e-11,0.0
61,3.7444152834710756e-11,2.340259552169422e-11,3.9995089438419625e-11,3.0765453414168945e-12
62,3.1203460695592294e-11,4.056449890426998e-11,4.3071634779836516e-11,6.614572484046323e-11
63,7.020778656508266e-11,3.1203460695592294e-11,2.922718074346049e-11,1.5382726707084472e-11
64,0.0,5.7726402286845746e-11,1.6920999377792918e-11,5.383954347479565e-11
65,3.900432586949037e-11,6.240692139118459e-12,7.84519062061308e-11,1.0767908694959129e-11
66,0.0,4.992553711294767e-11,0.0,3.538027142629428e-11
67,4.992553711294767e-11,3.588397979993114e-11,1.8459272048501367e-11,1.3844454036376023e-11
68,6.864761353030305e-11,2.340259552169422e-11,1.8459272048501367e-11,3.6918544097002734e-11
69,4.8365364078168053e-11,4.6805191043388445e-12,5.5377816145504094e-11,2.3074090060626707e-11
70,0.0,8.112899780853996e-11,4.6148180121253414e-11,5.2301270804087196e-11
71,3.588397979993114e-11,2.652294159125345e-11,2.7688908072752047e-11,9.229636024250683e-12
72,9.361038208677689e-12,3.2763633730371906e-11,5.383954347479565e-11,6.768399751117167e-11
73,7.332813263464189e-11,1.404155731301653e-11,6.153090682833789e-11,2.6150635402043598e-11
74,4.524501800860882e-11,3.4323806765151525e-11,1.5382726707084472e-12,6.153090682833789e-12
75,2.9643287660812676e-11,3.4323806765151525e-11,4.768645279196186e-11,1.0152599626675751e-10
76,2.652294159125345e-11,1.8722076417355378e-11,1.6920999377792918e-11,2.4612362731335156e-11
77,5.1485710147727284e-11,5.928657532162535e-11,5.2301270804087196e-11,1.8459272048501367e-11
78,0.0,2.9643287660812676e-11,2.4612362731335156e-11,3.845681676771118e-11
79,1.5601730347796147e-11,0.0,1.9997544719209812e-11,1.9997544719209812e-11
80,6.396709442596421e-11,4.368484497382921e-11,5.076299813337876e-11,3.6918544097002734e-11
81,9.361038208677689e-12,1.404155731301653e-11,5.383954347479565e-11,0.0
82,5.30458831825069e-11,7.332813263464189e-11,1.0767908694959129e-11,4.3071634779836516e-11
83,4.524501800860882e-11,2.808311462603306e-11,3.6918544097002734e-11,3.0765453414168945e-11
84,1.0921211243457303e-11,3.2763633730371906e-11,2.1535817389918258e-11,4.3071634779836516e-11
85,5.7726402286845746e-11,4.6805191043388445e-12,3.845681676771118e-11,7.691363353542236e-12
86,7.800865173898074e-12,4.212467193904959e-11,0.0,9.383463291321528e-11
87,7.644847870420112e-11,6.240692139118459e-11,7.999017887683925e-11,1.8459272048501367e-11
88,1.7161903382575762e-11,3.900432586949037e-11,9.229636024250683e-12,3.0765453414168945e-11
89,2.652294159125345e-11,1.5601730347796148e-12,3.845681676771118e-11,3.9995089438419625e-11
90,0.0,6.552726746074381e-11,0.0,1.6920999377792918e-11
91,6.240692139118459e-11,7.800865173898074e-12,4.6148180121253414e-11,3.230372608487739e-11
92,3.1203460695592294e-11,4.368484497382921e-11,2.6150635402043598e-11,6.922227018188012e-11
93,3.900432586949037e-11,2.028224945213499e-11,2.1535817389918258e-11,0.0
94,6.240692139118459e-12,4.8365364078168053e-11,3.230372608487739e-11,6.614572484046323e-11
95,1.0297142029545457e-10,6.396709442596421e-11,5.383954347479565e-11,2.3074090060626707e-11
96,2.652294159125345e-11,5.4606056217286515e-11,5.2301270804087196e-11,4.6148180121253414e-11
97,2.652294159125345e-11,1.0921211243457303e-11,1.3844454036376023e-11,4.460990745054497e-11
98,1.5601730347796147e-11,3.588397979993114e-11,2.7688908072752047e-11,3.845681676771118e-11
99,2.028224945213499e-11,9.361038208677689e-12,8.306672421825614e-11,3.230372608487739e-11
100,3.7444152834710756e-11,9.517055512155649e-11,3.6918544097002734e-11,7.691363353542236e-12
101,5.4606056217286515e-11,0.0,3.0765453414168945e-11,4.6148180121253414e-11
102,0.0,2.9643287660812676e-11,1.9997544719209812e-11,4.6148180121253414e-11
103,6.084674835640497e-11,2.028224945213499e-11,4.3071634779836516e-11,2.3074090060626707e-11
104,0.0,5.7726402286845746e-11,0.0,3.9995089438419625e-11
105,4.992553711294767e-11,2.808311462603306e-11,4.3071634779836516e-11,2.6150635402043598e-11
106,3.588397979993114e-11,3.900432586949037e-11,4.460990745054497e-11,6.153090682833789e-11
107,4.368484497382921e-11,0.0,3.6918544097002734e-11,0.0
108,1.5601730347796147e-11,4.524501800860882e-11,0.0,4.6148180121253414e-11
109,2.652294159125345e-11,9.361038208677689e-12,6.614572484046323e-11,1.6920999377792918e-11
110,4.680519104338844e-11,5.616622925206612e-11,2.3074090060626707e-11,4.153336210912807e-11
111,2.028224945213499e-11,3.588397979993114e-11,9.229636024250683e-12,0.0
112,3.7444152834710756e-11,3.4323806765151525e-11,2.7688908072752047e-11,1.8459272048501367e-11
113,4.992553711294767e-11,4.6805191043388445e-12,7.691363353542236e-11,3.6918544097002734e-11
114,2.028224945213499e-11,6.708744049552343e-11,3.0765453414168945e-12,1.2306181365667578e-11
115,5.4606056217286515e-11,2.1842422486914605e-11,5.076299813337876e-11,0.0
116,3.2763633730371906e-11,3.7444152834710756e-11,4.153336210912807e-11,6.768399751117167e-11
117,2.340259552169422e-11,2.340259552169422e-11,9.229636024250683e-12,6.460745216975478e-11
118,0.0,2.340259552169422e-11,4.3071634779836516e-11,4.460990745054497e-11
119,8.580951691287882e-11,4.8365364078168053e-11,7.383708819400547e-11,0.0
120,2.652294159125345e-11,2.340259552169422e-11,0.0,8.15284515475477e-11
121,3.2763633730371906e-11,2.652294159125345e-11,4.922472546267031e-11,0.0
122,2.808311462603306e-11,6.084674835640497e-11,2.7688908072752047e-11,5.999263415762944e-11
123,3.1203460695592294e-11,0.0,5.999263415762944e-11,0.0
124,4.8365364078168053e-11,3.4323806765151525e-11,0.0,6.614572484046323e-11
125,3.4323806765151525e-11,2.808311462603306e-11,5.6916088816212546e-11,6.153090682833789e-12
126,2.9643287660812676e-11,2.808311462603306e-11,3.0765453414168945e-12,7.383708819400547e-11
127,1.3573505402582648e-10,1.170129776084711e-10,1.3229144968092647e-10,3.6918544097002734e-11
