Stage,dP0 [s],dN0 [s],dP1 [s],dN1 [s]
114,2.2309283975210966e-11,5.6787268300537003e-11,2.0853054512072995e-12,2.5023665414487597e-11
115,4.76607430379507e-11,2.0281167250191786e-11,6.151651081061534e-11,0.0
116,4.461856795042193e-11,2.4337400700230146e-11,3.6492845396127744e-11,5.943120535940804e-11
117,2.5351459062739734e-11,2.1295225612701378e-11,1.0426527256036499e-11,6.04738580850117e-11
118,0.0,2.4337400700230146e-11,4.0663456298542346e-11,3.9620803572938696e-11
119,7.199814373818084e-11,8.112466900076715e-11,6.672977443863358e-11,0.0
120,2.1295225612701378e-11,3.244986760030686e-11,0.0,8.341221804829199e-11
121,2.1295225612701378e-11,2.3323342337720554e-11,7.194303806665184e-11,0.0
122,3.8534217775364397e-11,7.301220210069044e-11,2.6066318140091248e-11,8.341221804829199e-11
123,3.3463925962816446e-11,0.0,5.2132636280182496e-11,0.0
124,4.867480140046029e-11,2.940769251277809e-11,0.0,4.9004678103371544e-11
125,3.447798432532604e-11,3.244986760030686e-11,6.46444689874263e-11,1.146917998164015e-11
126,2.8393634150268502e-11,2.3323342337720554e-11,1.4597138158451098e-11,7.298569079225549e-11
127,1.1763077005111237e-10,1.2979947040122744e-10,1.4492872885890733e-10,4.483406720095694e-11
